# Reference library (divisor): mut
# Comparison library (numerator): wt
Orientation of counted reads relative to the strand location of the annotation	Sequence name	Source	Feature	Start	End	Score	Strand	Frame	Attributes	mut_R1 raw countings	mut_R2 raw countings	wt_R1 raw countings	wt_R2 raw countings	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
sense	NC_003901.1	Protein Homology	CDS	1992485	1995289	.	+	0	ID=cds-WP_011033609.1;Parent=gene-MM_RS08625;Dbxref=GenBank:WP_011033609.1,GeneID:1480008;Name=WP_011033609.1;gbkey=CDS;inference=COORDINATES: protein motif:HMM:NF045780.1;locus_tag=MM_RS08625;product=TrlF family AAA-like ATPase;protein_id=WP_011033609.1;transl_table=11	356.5	443.83333333333337	102.83333333333333	280.7	265.847501004275	-0.289832190803839	0.219960018386403	-1.31765851326077	0.187617988375558	0.426764860882432
sense	NC_003901.1	Protein Homology	CDS	1995337	1996761	.	+	0	ID=cds-WP_080503043.1;Parent=gene-MM_RS08630;Dbxref=GenBank:WP_080503043.1,GeneID:1480009;Name=WP_080503043.1;Ontology_term=GO:0006304,GO:0003677;gbkey=CDS;go_function=DNA binding|0003677||IEA;go_process=DNA modification|0006304||IEA;inference=COORDINATES: protein motif:HMM:NF013579.5;locus_tag=MM_RS08630;product=restriction endonuclease subunit S;protein_id=WP_080503043.1;transl_table=11	136.5	192.0	45.0	89.28695652173913	102.671497052362	-0.422383072346994	0.244464066938159	-1.72779205401112	0.0840255124943141	0.259559915989406
sense	NC_003901.1	Protein Homology	CDS	1996767	1998233	.	+	0	ID=cds-WP_048045882.1;Parent=gene-MM_RS08635;Dbxref=GenBank:WP_048045882.1,GeneID:1480010;Name=WP_048045882.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011033611.1;locus_tag=MM_RS08635;product=AlbA family DNA-binding domain-containing protein;protein_id=WP_048045882.1;transl_table=11	202.28333333333336	333.9	85.89999999999999	137.9	169.856466726852	-0.385140415820103	0.216937251059837	-1.77535399724353	0.0758394547542874	0.243877538684418
sense	NC_003901.1	Protein Homology	CDS	1998423	1999919	.	+	0	ID=cds-WP_011033612.1;Parent=gene-MM_RS08640;Dbxref=GenBank:WP_011033612.1,GeneID:1480011;Name=WP_011033612.1;Ontology_term=GO:0003677,GO:0008170;gbkey=CDS;go_function=DNA binding|0003677||IEA,N-methyltransferase activity|0008170||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015411996.1;locus_tag=MM_RS08640;product=type I restriction-modification system subunit M;protein_id=WP_011033612.1;transl_table=11	116.14285714285714	157.0	27.0	53.0	75.7146518353547	-0.778228417034992	0.264471815228757	-2.94257600327603	0.00325493876726592	0.0253675790789331
sense	NC_003901.1	Protein Homology	CDS	2000103	2001113	.	-	0	ID=cds-WP_011033613.1;Parent=gene-MM_RS08645;Dbxref=GenBank:WP_011033613.1,GeneID:1480012;Name=WP_011033613.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011033613.1;locus_tag=MM_RS08645;product=hypothetical protein;protein_id=WP_011033613.1;transl_table=11	156.0	220.25	84.0	110.0	133.234868349103	-0.110763257777817	0.227343208587487	-0.487207242591516	0.626111473301219	0.818025192308604
sense	NC_003901.1	Protein Homology	CDS	2001789	2004335	.	+	0	ID=cds-WP_011033614.1;Parent=gene-MM_RS08650;Dbxref=GenBank:WP_011033614.1,GeneID:1480013;Name=WP_011033614.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011033614.1;locus_tag=MM_RS08650;product=PocR ligand-binding domain-containing protein;protein_id=WP_011033614.1;transl_table=11	157.5	254.73333333333335	85.0	154.83333333333331	151.621038404853	0.0134526764252682	0.222345311289165	0.0605035309594306	0.951754603705074	0.974558188500138
sense	NC_003901.1	Protein Homology	CDS	2004681	2005523	.	+	0	ID=cds-WP_011033615.1;Parent=gene-MM_RS08655;Dbxref=GenBank:WP_011033615.1,GeneID:1480014;Name=WP_011033615.1;Ontology_term=GO:0032259,GO:0008168,GO:0008757;gbkey=CDS;go_function=methyltransferase activity|0008168||IEA,S-adenosylmethionine-dependent methyltransferase activity|0008757||IEA;go_process=methylation|0032259||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011033615.1;locus_tag=MM_RS08655;product=class I SAM-dependent methyltransferase;protein_id=WP_011033615.1;transl_table=11	22.5	28.0	24.0	23.0	25.312215785244	0.446358044058345	0.318184284225706	1.40282869452383	0.160667928122417	NA
sense	NC_003901.1	Protein Homology	CDS	2005764	2006348	.	-	0	ID=cds-WP_214023877.1;Parent=gene-MM_RS08660;Dbxref=GenBank:WP_214023877.1,GeneID:1480015;Name=WP_214023877.1;Ontology_term=GO:0016407;gbkey=CDS;go_function=acetyltransferase activity|0016407||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015412000.1;locus_tag=MM_RS08660;product=sugar O-acetyltransferase;protein_id=WP_214023877.1;transl_table=11	102.5	122.5	47.0	77.0	81.644419733205	-0.0542913758414643	0.255692055716383	-0.212331101525051	0.831848733061164	0.922983189894432
sense	NC_003901.1	Protein Homology	CDS	2006954	2007160	.	-	0	ID=cds-WP_015412002.1;Parent=gene-MM_RS08665;Dbxref=GenBank:WP_015412002.1,GeneID:1480016;Name=WP_015412002.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015412002.1;locus_tag=MM_RS08665;product=hypothetical protein;protein_id=WP_015412002.1;transl_table=11	1387.0	1483.0	1605.0	1948.0	1719.7831872317	1.04098979201036	0.169712751403599	6.13383368898869	8.57862010529684e-10	5.1954268012704e-08
sense	NC_003901.1	Protein Homology	CDS	2007998	2008648	.	+	0	ID=cds-WP_048045884.1;Parent=gene-MM_RS08675;Dbxref=GenBank:WP_048045884.1,GeneID:1480017;Name=WP_048045884.1;Ontology_term=GO:0030170;gbkey=CDS;go_function=pyridoxal phosphate binding|0030170||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015412004.1;locus_tag=MM_RS08675;product=YggS family pyridoxal phosphate-dependent enzyme;protein_id=WP_048045884.1;transl_table=11	135.0	232.0	61.0	121.0	123.994831095278	-0.181508719218366	0.237886645046509	-0.763005082453787	0.445460364788187	0.696211441096376
sense	NC_003901.1	Protein Homology	CDS	2008917	2011112	.	+	0	ID=cds-WP_157858613.1;Parent=gene-MM_RS08680;Dbxref=GenBank:WP_157858613.1,GeneID:1480018;Name=WP_157858613.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011033619.1;locus_tag=MM_RS08680;product=PGF-pre-PGF domain-containing protein;protein_id=WP_157858613.1;transl_table=11	191.5	236.5	112.0	165.0	169.753321543253	0.151147259926124	0.211876594658422	0.713374028734967	0.475614339642524	0.717493972672972
sense	NC_003901.1	Protein Homology	CDS	2011424	2014696	.	+	0	ID=cds-WP_015412006.1;Parent=gene-MM_RS19175;Dbxref=GenBank:WP_015412006.1,GeneID:68225812;Name=WP_015412006.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015412006.1;locus_tag=MM_RS19175;product=PGF-pre-PGF domain-containing protein;protein_id=WP_015412006.1;transl_table=11	207.66666666666666	303.5	100.0	191.5	186.370570702472	-0.0230590912042491	0.210689925746459	-0.109445627846478	0.912849045293357	0.955258847410444
sense	NC_003901.1	tRNAscan-SE	tRNA	2015192	2015265	.	-	.	ID=rna-MM_RS08690;Parent=gene-MM_RS08690;Dbxref=GeneID:2820556;anticodon=(pos:complement(2015229..2015231));gbkey=tRNA;inference=COORDINATES: profile:tRNAscan-SE:2.0.12;locus_tag=MM_RS08690;product=tRNA-Val	1636.5833333333328	2453.750000000001	1774.5	2679.9166666666674	2194.20949411932	0.890726408208584	0.143559413024577	6.20458379873769	5.48418452291216e-10	3.54914255362772e-08
sense	NC_003901.1	Protein Homology	CDS	2015526	2016290	.	+	0	ID=cds-WP_048036783.1;Parent=gene-MM_RS08695;Dbxref=GenBank:WP_048036783.1,GeneID:1480020;Name=WP_048036783.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011306492.1;locus_tag=MM_RS08695;product=A24 family peptidase C-terminal domain-containing protein;protein_id=WP_048036783.1;transl_table=11	399.0	512.0	234.33333333333334	363.0	362.080429457577	0.172495107346443	0.176556951607563	0.976994141413656	0.328572052786594	0.584852610537951
sense	NC_003901.1	Protein Homology	CDS	2016426	2017670	.	-	0	ID=cds-WP_011032006.1-2;Parent=gene-MM_RS08700;Dbxref=GenBank:WP_011032006.1,GeneID:1480021;Name=WP_011032006.1;Ontology_term=GO:0006313,GO:0004803;gbkey=CDS;go_function=transposase activity|0004803||IEA;go_process=DNA transposition|0006313||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011032006.1;locus_tag=MM_RS08700;product=IS110-like element ISMma5 family transposase;protein_id=WP_011032006.1;transl_table=11	136.7111111111109	183.04325396825337	44.95595238095247	108.60679779158032	106.715912473745	-0.247978773654456	0.248267860142344	-0.998835586339199	0.317874343975354	0.57466462558231
sense	NC_003901.1	Protein Homology	CDS	2017916	2018503	.	-	0	ID=cds-WP_011033622.1;Parent=gene-MM_RS08705;Dbxref=GenBank:WP_011033622.1,GeneID:1480022;Name=WP_011033622.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011306493.1;locus_tag=MM_RS08705;product=cobalt-precorrin-7 (C(5))-methyltransferase;protein_id=WP_011033622.1;transl_table=11	182.14285714285714	289.0	89.0	153.5	163.71444520411	-0.131541709976364	0.217053555320783	-0.606033427012792	0.544492556487532	0.762309883410967
sense	NC_003901.1	Protein Homology	CDS	2018546	2019565	.	-	0	ID=cds-WP_011033623.1;Parent=gene-MM_RS08710;Dbxref=GenBank:WP_011033623.1,GeneID:1480023;Name=WP_011033623.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011033623.1;locus_tag=MM_RS08710;product=cobalt-precorrin-5B (C(1))-methyltransferase;protein_id=WP_011033623.1;transl_table=11	369.5	500.0	176.0	271.5	305.793877162589	-0.141234723509178	0.183132205284174	-0.771217292392772	0.440578146090456	0.693871099876821
sense	NC_003901.1	Protein Homology	CDS	2020241	2022400	.	-	0	ID=cds-WP_155397787.1;Parent=gene-MM_RS08715;Dbxref=GenBank:WP_155397787.1,GeneID:1480024;Name=WP_155397787.1;Ontology_term=GO:0006298,GO:0005524,GO:0016887,GO:0030983;gbkey=CDS;gene=mutL;go_function=ATP binding|0005524||IEA,ATP hydrolysis activity|0016887||IEA,mismatched DNA binding|0030983||IEA;go_process=mismatch repair|0006298||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015412009.1;locus_tag=MM_RS08715;product=DNA mismatch repair endonuclease MutL;protein_id=WP_155397787.1;transl_table=11	294.0	451.0	114.0	234.25	245.670554865122	-0.282561034001682	0.203344717795137	-1.38956662885314	0.164660515171842	0.394290047450202
sense	NC_003901.1	Protein Homology	CDS	2022530	2025232	.	-	0	ID=cds-WP_011033625.1;Parent=gene-MM_RS08720;Dbxref=GenBank:WP_011033625.1,GeneID:1480025;Name=WP_011033625.1;Ontology_term=GO:0006298,GO:0005524,GO:0030983;gbkey=CDS;gene=mutS;go_function=ATP binding|0005524||IEA,mismatched DNA binding|0030983||IEA;go_process=mismatch repair|0006298||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011033625.1;locus_tag=MM_RS08720;product=DNA mismatch repair protein MutS;protein_id=WP_011033625.1;transl_table=11	340.5333333333333	427.0	124.0	192.0	245.042208270462	-0.436936730908736	0.194349048719074	-2.24820617228909	0.0245630462902469	0.111569961821481
sense	NC_003901.1	Protein Homology	CDS	2025964	2027136	.	-	0	ID=cds-WP_011033626.1;Parent=gene-MM_RS08730;Dbxref=GenBank:WP_011033626.1,GeneID:1480026;Name=WP_011033626.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011033626.1;locus_tag=MM_RS08730;product=acyltransferase family protein;protein_id=WP_011033626.1;transl_table=11	168.23571428571427	236.0	110.0	177.5	167.150327040082	0.2739657819219	0.211647126695175	1.29444602532441	0.195511401529126	0.435775122264169
sense	NC_003901.1	tRNAscan-SE	tRNA	2027496	2027573	.	-	.	ID=rna-MM_RS08735;Parent=gene-MM_RS08735;Dbxref=GeneID:2820503;anticodon=(pos:complement(2027535..2027537));gbkey=tRNA;inference=COORDINATES: profile:tRNAscan-SE:2.0.12;locus_tag=MM_RS08735;product=tRNA-Pro	10174.333333333334	11490.0	7992.0	13368.25	10904.4698696363	0.712449018908641	0.14341174601071	4.96785680899132	6.76969195034335e-07	2.10173813523265e-05
sense	NC_003901.1	Protein Homology	CDS	2027752	2028312	.	-	0	ID=cds-WP_080503045.1;Parent=gene-MM_RS08740;Dbxref=GenBank:WP_080503045.1,GeneID:1480027;Name=WP_080503045.1;Ontology_term=GO:0008654,GO:0016780,GO:0016020;gbkey=CDS;go_component=membrane|0016020||IEA;go_function=phosphotransferase activity%2C for other substituted phosphate groups|0016780||IEA;go_process=phospholipid biosynthetic process|0008654||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011020574.1;locus_tag=MM_RS08740;product=CDP-alcohol phosphatidyltransferase family protein;protein_id=WP_080503045.1;transl_table=11	181.0	215.0	122.0	157.0	166.003332883829	0.268522200191739	0.217053462782753	1.23712470074942	0.216040790871926	0.461109088887437
sense	NC_003901.1	Protein Homology	CDS	2028602	2029750	.	+	0	ID=cds-WP_011033628.1;Parent=gene-MM_RS08745;Dbxref=GenBank:WP_011033628.1,GeneID:1480028;Name=WP_011033628.1;Ontology_term=GO:0046872,GO:0051536;gbkey=CDS;go_function=metal ion binding|0046872||IEA,iron-sulfur cluster binding|0051536||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011033628.1;locus_tag=MM_RS08745;product=(Fe-S)-binding protein;protein_id=WP_011033628.1;transl_table=11	145.0	205.0	74.0	132.0	130.092125215225	0.0217348733292651	0.227257576896933	0.0956398181571848	0.923806639817782	0.961076709385423
sense	NC_003901.1	Protein Homology	CDS	2030700	2031341	.	+	0	ID=cds-WP_048036790.1;Parent=gene-MM_RS08755;Dbxref=GenBank:WP_048036790.1,GeneID:1480029;Name=WP_048036790.1;Ontology_term=GO:0015948,GO:0008168,GO:0031419;gbkey=CDS;gene=mtbC;go_function=methyltransferase activity|0008168||IEA,cobalamin binding|0031419||IEA;go_process=methanogenesis|0015948||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011020576.1;locus_tag=MM_RS08755;product=dimethylamine corrinoid protein MtbC;protein_id=WP_048036790.1;transl_table=11	378.5	432.5	228.0	231.5	307.519893071902	0.024180943136453	0.208933349363151	0.115735200771724	0.907862407517432	0.953452318877593
sense	NC_003901.1	Protein Homology	CDS	2031368	2032855	.	+	0	ID=cds-MM_RS08760;Parent=gene-MM_RS08760;Dbxref=GeneID:1480030;Note=internal stop;Ontology_term=GO:0015948,GO:0008168;gbkey=CDS;gene=mttB;go_function=methyltransferase activity|0008168||IEA;go_process=methanogenesis|0015948||IEA;inference=COORDINATES: protein motif:HMM:NF018012.5;locus_tag=MM_RS08760;product=[trimethylamine--corrinoid protein] Co-methyltransferase;pseudo=true;transl_table=11	1611.5	2183.5	652.0	666.0	1148.56548876146	-0.603261593101256	0.182455676732512	-3.30634597895062	0.000945212989233112	0.00988209510391505
sense	NC_003901.1	Protein Homology	CDS	2032885	2033535	.	+	0	ID=cds-WP_011033632.1;Parent=gene-MM_RS08770;Dbxref=GenBank:WP_011033632.1,GeneID:1480032;Name=WP_011033632.1;Ontology_term=GO:0015948,GO:0031419,GO:0050897;gbkey=CDS;go_function=cobalamin binding|0031419||IEA,cobalt ion binding|0050897||IEA;go_process=methanogenesis|0015948||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011033632.1;locus_tag=MM_RS08770;product=methyltransferase cognate corrinoid protein;protein_id=WP_011033632.1;transl_table=11	3536.0	3442.5	1593.0	1293.5	2324.89710749684	-0.246580497529839	0.314703164224672	-0.783533581994113	0.433313841257774	0.687203129588843
sense	NC_003901.1	Protein Homology	CDS	2034036	2035097	.	+	0	ID=cds-WP_011033633.1;Parent=gene-MM_RS08775;Dbxref=GenBank:WP_011033633.1,GeneID:1480033;Name=WP_011033633.1;Ontology_term=GO:0055085,GO:0022857,GO:0016020;gbkey=CDS;go_component=membrane|0016020||IEA;go_function=transmembrane transporter activity|0022857||IEA;go_process=transmembrane transport|0055085||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011033633.1;locus_tag=MM_RS08775;product=DMT family transporter;protein_id=WP_011033633.1;transl_table=11	1262.125	1329.0	309.5	274.5	689.307897317325	-1.13649453850286	0.210103002919911	-5.40922558320632	6.32978590918993e-08	2.52064214219385e-06
sense	NC_003901.1	Protein Homology	CDS	2035099	2035392	.	+	0	ID=cds-WP_011033634.1;Parent=gene-MM_RS08780;Dbxref=GenBank:WP_011033634.1,GeneID:1480034;Name=WP_011033634.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015412018.1;locus_tag=MM_RS08780;product=hypothetical protein;protein_id=WP_011033634.1;transl_table=11	114.5	108.0	60.5	83.0	88.9555996990838	0.120587405459339	0.257319501292874	0.468629096720072	0.639334775605502	0.823418139509015
sense	NC_003901.1	Protein Homology	CDS	2035411	2035560	.	+	0	ID=cds-WP_015412019.1;Parent=gene-MM_RS18880;Dbxref=GenBank:WP_015412019.1,GeneID:43965260;Name=WP_015412019.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015412019.1;locus_tag=MM_RS18880;product=hypothetical protein;protein_id=WP_015412019.1;transl_table=11	91.0	77.0	17.5	23.0	45.7150510712635	-0.85158416500996	0.300273620918878	-2.83602722877886	0.00456785514485506	NA
sense	NC_003901.1	Protein Homology	CDS	2035616	2037019	.	+	0	ID=cds-MM_RS08785;Parent=gene-MM_RS08785;Dbxref=GeneID:1480035;Note=internal stop;gbkey=CDS;gene=mtbB;inference=COORDINATES: similar to AA sequence:RefSeq:WP_013194858.1;locus_tag=MM_RS08785;product=[dimethylamine--corrinoid protein] Co-methyltransferase;pseudo=true;transl_table=11	679.8095238095239	849.0	273.0	306.0	478.600291199848	-0.51092986279764	0.186235388429544	-2.74346281394813	0.00607949334644449	0.0402131043731828
sense	NC_003901.1	Protein Homology	CDS	2037622	2038263	.	+	0	ID=cds-WP_011033637.1;Parent=gene-MM_RS08795;Dbxref=GenBank:WP_011033637.1,GeneID:1480037;Name=WP_011033637.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011033637.1;locus_tag=MM_RS08795;product=PepSY domain-containing protein;protein_id=WP_011033637.1;transl_table=11	1213.0	1501.1666666666665	1006.0	1372.0	1284.71353219088	0.585436973413234	0.152577515377047	3.83698064532321	0.0001245562845393	0.00187608870028883
sense	NC_003901.1	GeneMarkS-2+	CDS	2038616	2038771	.	-	0	ID=cds-WP_015412022.1;Parent=gene-MM_RS18385;Dbxref=GenBank:WP_015412022.1,GeneID:43445825;Name=WP_015412022.1;gbkey=CDS;inference=COORDINATES: ab initio prediction:GeneMarkS-2+;locus_tag=MM_RS18385;product=hypothetical protein;protein_id=WP_015412022.1;transl_table=11	31.0	54.0	4.0	31.0	25.2938740838517	-0.310469189754848	0.322611967582141	-0.962361043459428	0.335868275253686	NA
sense	NC_003901.1	Protein Homology	CDS	2038964	2040577	.	+	0	ID=cds-WP_015412023.1;Parent=gene-MM_RS08800;Dbxref=GenBank:WP_015412023.1,GeneID:1480038;Name=WP_015412023.1;Ontology_term=GO:0006430,GO:0004824,GO:0017101;gbkey=CDS;gene=lysS;go_component=aminoacyl-tRNA synthetase multienzyme complex|0017101||IEA;go_function=lysine-tRNA ligase activity|0004824||IEA;go_process=lysyl-tRNA aminoacylation|0006430||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015412023.1;locus_tag=MM_RS08800;product=lysine--tRNA ligase;protein_id=WP_015412023.1;transl_table=11	189.83333333333331	201.5	79.5	131.7	141.856857985232	-0.0968633748041876	0.226670750464459	-0.427330719140913	0.669138461149908	0.840418115386179
sense	NC_003901.1	Protein Homology	CDS	2040574	2041314	.	+	0	ID=cds-WP_015412024.1;Parent=gene-MM_RS08805;Dbxref=GenBank:WP_015412024.1,GeneID:1480039;Name=WP_015412024.1;Ontology_term=GO:0008168,GO:1904047;gbkey=CDS;go_function=methyltransferase activity|0008168||IEA,S-adenosyl-L-methionine binding|1904047||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015412024.1;locus_tag=MM_RS08805;product=class I SAM-dependent methyltransferase;protein_id=WP_015412024.1;transl_table=11	333.125	407.25	171.0	290.0	285.422655853312	0.0898805474722414	0.187915628640663	0.478302672973056	0.632434794170322	0.820387303281181
sense	NC_003901.1	Protein Homology	CDS	2041342	2041599	.	-	0	ID=cds-WP_015412025.1;Parent=gene-MM_RS08810;Dbxref=GenBank:WP_015412025.1,GeneID:1480040;Name=WP_015412025.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015412025.1;locus_tag=MM_RS08810;product=pro-sigmaK processing inhibitor BofA family protein;protein_id=WP_015412025.1;transl_table=11	1644.1666666666667	2158.0	1623.0	2059.0	1921.36916889614	0.737237751318118	0.153471402143692	4.80374676337327	1.55723760509947e-06	4.19156455372607e-05
sense	NC_003901.1	Protein Homology	CDS	2041751	2042200	.	-	0	ID=cds-WP_015412026.1;Parent=gene-MM_RS08815;Dbxref=GenBank:WP_015412026.1,GeneID:1480041;Name=WP_015412026.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015412026.1;locus_tag=MM_RS08815;product=nucleoside 2-deoxyribosyltransferase;protein_id=WP_015412026.1;transl_table=11	73.0	114.5	37.5	49.0	62.9374615421224	-0.206710645231514	0.273923184115189	-0.754629973725002	0.450471033829188	0.699529538109748
sense	NC_003901.1	Protein Homology	CDS	2042226	2044832	.	-	0	ID=cds-WP_048038130.1;Parent=gene-MM_RS08820;Dbxref=GenBank:WP_048038130.1,GeneID:1480042;Name=WP_048038130.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015412027.1;locus_tag=MM_RS08820;product=DUF3656 domain-containing U32 family peptidase;protein_id=WP_048038130.1;transl_table=11	248.5	350.5	94.0	168.5	193.65851060809	-0.354305405873538	0.206703524532335	-1.71407530024053	0.086514897398242	0.265014548721485
sense	NC_003901.1	Protein Homology	CDS	2045038	2045904	.	+	0	ID=cds-WP_048038099.1;Parent=gene-MM_RS08825;Dbxref=GenBank:WP_048038099.1,GeneID:1480043;Name=WP_048038099.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011033643.1;locus_tag=MM_RS08825;product=NmrA family NAD(P)-binding protein;protein_id=WP_048038099.1;transl_table=11	189.0	249.0	154.0	196.33333333333334	196.786123997919	0.442666929372637	0.207660702991047	2.13168366954687	0.0330328602043718	0.136889107092416
sense	NC_003901.1	Protein Homology	CDS	2046547	2046948	.	-	0	ID=cds-WP_011033644.1;Parent=gene-MM_RS08830;Dbxref=GenBank:WP_011033644.1,GeneID:1480044;Name=WP_011033644.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011020588.1;locus_tag=MM_RS08830;product=hypothetical protein;protein_id=WP_011033644.1;transl_table=11	424.0	580.0	338.0	516.0	461.973116092322	0.530394269859366	0.168043630683989	3.15628904053369	0.00159790429107766	0.014746373886231
sense	NC_003901.1	Protein Homology	CDS	2047222	2047509	.	-	0	ID=cds-WP_011033645.1;Parent=gene-MM_RS08835;Dbxref=GenBank:WP_011033645.1,GeneID:1480045;Name=WP_011033645.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011020589.1;locus_tag=MM_RS08835;product=MazG nucleotide pyrophosphohydrolase domain-containing protein;protein_id=WP_011033645.1;transl_table=11	178.0	226.0	76.0	157.0	148.075554912397	-0.0260779852939956	0.22464345569962	-0.116086111713245	0.907584295641099	0.953452318877593
sense	NC_003901.1	Protein Homology	CDS	2047680	2048501	.	-	0	ID=cds-WP_011033646.1;Parent=gene-MM_RS08840;Dbxref=GenBank:WP_011033646.1,GeneID:1480046;Name=WP_011033646.1;Ontology_term=GO:0000105,GO:0000107;gbkey=CDS;gene=hisF;go_function=imidazoleglycerol-phosphate synthase activity|0000107||IEA;go_process=L-histidine biosynthetic process|0000105||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011033646.1;locus_tag=MM_RS08840;product=imidazole glycerol phosphate synthase subunit HisF;protein_id=WP_011033646.1;transl_table=11	853.0	1276.0	369.0	519.0	681.137286276606	-0.406025964982128	0.163188712069192	-2.48807628808279	0.0128436179149891	0.0703133658735844
sense	NC_003901.1	Protein Homology	CDS	2048734	2049198	.	-	0	ID=cds-WP_011033647.1;Parent=gene-MM_RS08845;Dbxref=GenBank:WP_011033647.1,GeneID:1480047;Name=WP_011033647.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011020591.1;locus_tag=MM_RS08845;product=bifunctional nuclease family protein;protein_id=WP_011033647.1;transl_table=11	3516.0	4267.0	2368.0	2626.0	3126.61130181853	0.189057168216556	0.168503493393256	1.1219777371341	0.261871905834781	0.515638574062626
sense	NC_003901.1	Protein Homology	CDS	2049308	2050039	.	-	0	ID=cds-WP_011033648.1;Parent=gene-MM_RS08850;Dbxref=GenBank:WP_011033648.1,GeneID:1480048;Name=WP_011033648.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011033648.1;locus_tag=MM_RS08850;product=protein-L-isoaspartate O-methyltransferase;protein_id=WP_011033648.1;transl_table=11	202.0	281.0	69.5	118.0	149.384747541064	-0.489855321185859	0.219956216852447	-2.22705831276626	0.0259433768172419	0.115317119889484
sense	NC_003901.1	Protein Homology	CDS	2049981	2050616	.	-	0	ID=cds-WP_011033649.1;Parent=gene-MM_RS08855;Dbxref=GenBank:WP_011033649.1,GeneID:1480049;Name=WP_011033649.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011033649.1;locus_tag=MM_RS08855;product=HVO_0476 family zinc finger protein;protein_id=WP_011033649.1;transl_table=11	328.8333333333333	464.5	136.5	261.0	271.607956139749	-0.196195580996177	0.193614460568246	-1.01333123786496	0.310901971520349	0.568641766199543
sense	NC_003901.1	Protein Homology	CDS	2050835	2051317	.	-	0	ID=cds-WP_319424394.1;Parent=gene-MM_RS08860;Dbxref=GenBank:WP_319424394.1,GeneID:1480050;Name=WP_319424394.1;Ontology_term=GO:0003677;gbkey=CDS;gene=nrpA;go_function=DNA binding|0003677||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011020595.1;locus_tag=MM_RS08860;product=transcriptional regulator NrpA;protein_id=WP_319424394.1;transl_table=11	8.0	13.0	68.0	98.0	57.8822254788913	2.57692049500019	0.293682934514529	8.77449859066532	1.71667024960104e-18	4.15863367965851e-16
sense	NC_003901.1	Protein Homology	CDS	2051522	2052199	.	+	0	ID=cds-WP_011033651.1;Parent=gene-MM_RS08865;Dbxref=GenBank:WP_011033651.1,GeneID:1480051;Name=WP_011033651.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011033651.1;locus_tag=MM_RS08865;product=winged helix-turn-helix domain-containing protein/riboflavin kinase;protein_id=WP_011033651.1;transl_table=11	245.5	297.06666666666666	201.0	289.5	261.200159400282	0.592156255626425	0.192032982859195	3.08361744326294	0.00204500375621704	0.0180146239979483
