Orientation of counted reads relative to the strand location of the annotation	Sequence name	Source	Feature	Start	End	Score	Strand	Frame	Attributes	mut_R1	mut_R2	wt_R1	wt_R2
sense	NC_003901.1	Protein Homology	CDS	1971774	1971953	.	-	0	ID=cds-WP_011033595.1;Parent=gene-MM_RS08560;Dbxref=GenBank:WP_011033595.1,GeneID:1479994;Name=WP_011033595.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011024079.1;locus_tag=MM_RS08560;product=indolepyruvate ferredoxin oxidoreductase subunit alpha;protein_id=WP_011033595.1;transl_table=11	50.13952354711292	45.172627194825026	57.943896218944246	92.94709607833698
sense	NC_003901.1	Protein Homology	CDS	1972197	1972985	.	-	0	ID=cds-WP_011033596.1;Parent=gene-MM_RS08565;Dbxref=GenBank:WP_011033596.1,GeneID:1479995;Name=WP_011033596.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011033596.1;locus_tag=MM_RS08565;product=hypothetical protein;protein_id=WP_011033596.1;transl_table=11	15.70014157145115	19.152753190430868	9.044674614924256	16.740521607064895
sense	NC_003901.1	Protein Homology	CDS	1972985	1975075	.	-	0	ID=cds-WP_011033597.1;Parent=gene-MM_RS08570;Dbxref=GenBank:WP_011033597.1,GeneID:1479996;Name=WP_011033597.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015411990.1;locus_tag=MM_RS08570;product=bifunctional polysaccharide deacetylase/glycosyltransferase family 2 protein;protein_id=WP_011033597.1;transl_table=11	24.923773625832993	29.824866064312886	19.68946107266096	25.793292916098196
sense	NC_003901.1	Protein Homology	CDS	1976155	1978077	.	-	0	ID=cds-WP_011033598.1;Parent=gene-MM_RS08575;Dbxref=GenBank:WP_011033598.1,GeneID:1479997;Name=WP_011033598.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011033598.1;locus_tag=MM_RS08575;product=SWIM zinc finger family protein;protein_id=WP_011033598.1;transl_table=11	23.94476282822572	29.624882521434714	20.76731316164641	31.2520205633295
sense	NC_003901.1	Protein Homology	CDS	1978129	1979697	.	-	0	ID=cds-WP_011033599.1;Parent=gene-MM_RS08580;Dbxref=GenBank:WP_011033599.1,GeneID:1479998;Name=WP_011033599.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011033599.1;locus_tag=MM_RS08580;product=FAD-dependent oxidoreductase;protein_id=WP_011033599.1;transl_table=11	1.720003900783876	3.7400764606271304	0.8746688570837916	3.975295947800465
sense	NC_003901.1	Protein Homology	CDS	1980050	1981249	.	+	0	ID=cds-WP_011033600.1;Parent=gene-MM_RS08585;Dbxref=GenBank:WP_011033600.1,GeneID:1479999;Name=WP_011033600.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011033600.1;locus_tag=MM_RS08585;product=AAA family ATPase;protein_id=WP_011033600.1;transl_table=11	9.806700929067675	11.122694054574842	5.260695840930464	6.879308097903231
sense	NC_003901.1	Protein Homology	CDS	1981521	1983518	.	+	0	ID=cds-WP_011033601.1;Parent=gene-MM_RS08590;Dbxref=GenBank:WP_011033601.1,GeneID:1480000;Name=WP_011033601.1;Ontology_term=GO:0007165,GO:0016020;gbkey=CDS;go_component=membrane|0016020||IEA;go_process=signal transduction|0007165||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011033601.1;locus_tag=MM_RS08590;product=methyl-accepting chemotaxis protein;protein_id=WP_011033601.1;transl_table=11	43.089345002067546	40.964808105454956	35.098780189521705	37.40580739520556
sense	NC_003901.1	Protein Homology	CDS	1983978	1985309	.	-	0	ID=cds-WP_011033603.1;Parent=gene-MM_RS08595;Dbxref=GenBank:WP_011033603.1,GeneID:1480002;Name=WP_011033603.1;Ontology_term=GO:0015693,GO:0015095,GO:0016020;gbkey=CDS;gene=mgtE;go_component=membrane|0016020||IEA;go_function=magnesium ion transmembrane transporter activity|0015095||IEA;go_process=magnesium ion transport|0015693||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011033603.1;locus_tag=MM_RS08595;product=magnesium transporter;protein_id=WP_011033603.1;transl_table=11	55.710581719014364	66.8029672947438	63.67234684087401	62.47155461879691
sense	NC_003901.1	Protein Homology	CDS	1985816	1988569	.	+	0	ID=cds-WP_011033604.1;Parent=gene-MM_RS08600;Dbxref=GenBank:WP_011033604.1,GeneID:1480003;Name=WP_011033604.1;Ontology_term=GO:0003677,GO:0005524,GO:0016787;gbkey=CDS;go_function=DNA binding|0003677||IEA,ATP binding|0005524||IEA,hydrolase activity|0016787||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011033604.1;locus_tag=MM_RS08600;product=DEAD/DEAH box helicase family protein;protein_id=WP_011033604.1;transl_table=11	11.75898091647016	18.290392480331587	10.962897461444559	9.751931305088675
sense	NC_003901.1	Protein Homology	CDS	1989623	1989910	.	+	0	ID=cds-WP_052273695.1;Parent=gene-MM_RS08605;Dbxref=GenBank:WP_052273695.1,GeneID:1480004;Name=WP_052273695.1;gbkey=CDS;inference=COORDINATES: protein motif:HMM:NF024804.5;locus_tag=MM_RS08605;product=winged helix-turn-helix transcriptional regulator;protein_id=WP_052273695.1;transl_table=11	548.3352043381092	648.8238198501989	685.2246937733704	846.1548960420972
sense	NC_003901.1	GeneMarkS-2+	CDS	1989983	1991146	.	-	0	ID=cds-WP_011033606.1;Parent=gene-MM_RS08610;Dbxref=GenBank:WP_011033606.1,GeneID:1480005;Name=WP_011033606.1;gbkey=CDS;inference=COORDINATES: ab initio prediction:GeneMarkS-2+;locus_tag=MM_RS08610;product=hypothetical protein;protein_id=WP_011033606.1;transl_table=11	31.850303769315214	37.167907612159084	22.636790709517015	33.852815107207654
sense	NC_003901.1	Protein Homology	CDS	1991143	1991640	.	-	0	ID=cds-WP_011033607.1;Parent=gene-MM_RS08615;Dbxref=GenBank:WP_011033607.1,GeneID:1480006;Name=WP_011033607.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011033607.1;locus_tag=MM_RS08615;product=hypothetical protein;protein_id=WP_011033607.1;transl_table=11	27.71710018904896	36.04362842778718	21.494723708359153	25.417523895867358
sense	NC_003901.1	Protein Homology	CDS	1991646	1992218	.	-	0	ID=cds-WP_011033608.1;Parent=gene-MM_RS08620;Dbxref=GenBank:WP_011033608.1,GeneID:1480007;Name=WP_011033608.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011033608.1;locus_tag=MM_RS08620;product=hypothetical protein;protein_id=WP_011033608.1;transl_table=11	134.80691116917026	135.20997767491832	106.33958358174942	109.68474482101905
sense	NC_003901.1	Protein Homology	CDS	1992485	1995289	.	+	0	ID=cds-WP_011033609.1;Parent=gene-MM_RS08625;Dbxref=GenBank:WP_011033609.1,GeneID:1480008;Name=WP_011033609.1;gbkey=CDS;inference=COORDINATES: protein motif:HMM:NF045780.1;locus_tag=MM_RS08625;product=TrlF family AAA-like ATPase;protein_id=WP_011033609.1;transl_table=11	22.491022515943072	24.27498864288549	10.062309025355642	22.029482017328334
sense	NC_003901.1	Protein Homology	CDS	1995337	1996761	.	+	0	ID=cds-WP_080503043.1;Parent=gene-MM_RS08630;Dbxref=GenBank:WP_080503043.1,GeneID:1480009;Name=WP_080503043.1;Ontology_term=GO:0006304,GO:0003677;gbkey=CDS;go_function=DNA binding|0003677||IEA;go_process=DNA modification|0006304||IEA;inference=COORDINATES: protein motif:HMM:NF013579.5;locus_tag=MM_RS08630;product=restriction endonuclease subunit S;protein_id=WP_080503043.1;transl_table=11	16.951194957723626	20.670850656777926	8.667508021670331	13.79329084714967
sense	NC_003901.1	Protein Homology	CDS	1996767	1998233	.	+	0	ID=cds-WP_048045882.1;Parent=gene-MM_RS08635;Dbxref=GenBank:WP_048045882.1,GeneID:1480010;Name=WP_048045882.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011033611.1;locus_tag=MM_RS08635;product=AlbA family DNA-binding domain-containing protein;protein_id=WP_048045882.1;transl_table=11	24.401275002658874	34.918717954281924	16.07161990703038	20.693258878273603
sense	NC_003901.1	Protein Homology	CDS	1998423	1999919	.	+	0	ID=cds-WP_011033612.1;Parent=gene-MM_RS08640;Dbxref=GenBank:WP_011033612.1,GeneID:1480011;Name=WP_011033612.1;Ontology_term=GO:0003677,GO:0008170;gbkey=CDS;go_function=DNA binding|0003677||IEA,N-methyltransferase activity|0008170||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015411996.1;locus_tag=MM_RS08640;product=type I restriction-modification system subunit M;protein_id=WP_011033612.1;transl_table=11	13.729453072128393	16.089770037253817	4.950380333018124	7.793791939909071
sense	NC_003901.1	Protein Homology	CDS	2000103	2001113	.	-	0	ID=cds-WP_011033613.1;Parent=gene-MM_RS08645;Dbxref=GenBank:WP_011033613.1,GeneID:1480012;Name=WP_011033613.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011033613.1;locus_tag=MM_RS08645;product=hypothetical protein;protein_id=WP_011033613.1;transl_table=11	27.30586724855862	33.42233180558831	22.804719423979307	23.951695850266443
sense	NC_003901.1	Protein Homology	CDS	2001789	2004335	.	+	0	ID=cds-WP_011033614.1;Parent=gene-MM_RS08650;Dbxref=GenBank:WP_011033614.1,GeneID:1480013;Name=WP_011033614.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011033614.1;locus_tag=MM_RS08650;product=PocR ligand-binding domain-containing protein;protein_id=WP_011033614.1;transl_table=11	10.942943197769397	15.343654778000882	9.159812495090684	13.382284461095878
sense	NC_003901.1	Protein Homology	CDS	2004681	2005523	.	+	0	ID=cds-WP_011033615.1;Parent=gene-MM_RS08655;Dbxref=GenBank:WP_011033615.1,GeneID:1480014;Name=WP_011033615.1;Ontology_term=GO:0032259,GO:0008168,GO:0008757;gbkey=CDS;go_function=methyltransferase activity|0008168||IEA,S-adenosylmethionine-dependent methyltransferase activity|0008757||IEA;go_process=methylation|0032259||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011033615.1;locus_tag=MM_RS08655;product=class I SAM-dependent methyltransferase;protein_id=WP_011033615.1;transl_table=11	4.723212391919786	5.095683454462233	7.814123483356407	6.006133760446949
sense	NC_003901.1	Protein Homology	CDS	2005764	2006348	.	-	0	ID=cds-WP_214023877.1;Parent=gene-MM_RS08660;Dbxref=GenBank:WP_214023877.1,GeneID:1480015;Name=WP_214023877.1;Ontology_term=GO:0016407;gbkey=CDS;go_function=acetyltransferase activity|0016407||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015412000.1;locus_tag=MM_RS08660;product=sugar O-acetyltransferase;protein_id=WP_214023877.1;transl_table=11	31.006341861713874	32.125671009382096	22.05152325741198	28.975410518347967
sense	NC_003901.1	Protein Homology	CDS	2006954	2007160	.	-	0	ID=cds-WP_015412002.1;Parent=gene-MM_RS08665;Dbxref=GenBank:WP_015412002.1,GeneID:1480016;Name=WP_015412002.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015412002.1;locus_tag=MM_RS08665;product=hypothetical protein;protein_id=WP_015412002.1;transl_table=11	1185.7377520860293	1099.1141284647335	2128.1453874463505	2071.635505270028
sense	NC_003901.1	Protein Homology	CDS	2007998	2008648	.	+	0	ID=cds-WP_048045884.1;Parent=gene-MM_RS08675;Dbxref=GenBank:WP_048045884.1,GeneID:1480017;Name=WP_048045884.1;Ontology_term=GO:0030170;gbkey=CDS;go_function=pyridoxal phosphate binding|0030170||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015412004.1;locus_tag=MM_RS08675;product=YggS family pyridoxal phosphate-dependent enzyme;protein_id=WP_048045884.1;transl_table=11	36.697401349201655	54.67376493800229	25.71848898391171	40.916560606883735
sense	NC_003901.1	Protein Homology	CDS	2008917	2011112	.	+	0	ID=cds-WP_157858613.1;Parent=gene-MM_RS08680;Dbxref=GenBank:WP_157858613.1,GeneID:1480018;Name=WP_157858613.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011033619.1;locus_tag=MM_RS08680;product=PGF-pre-PGF domain-containing protein;protein_id=WP_157858613.1;transl_table=11	15.431884859003738	16.52231106027856	13.998525402333382	16.540412912991375
sense	NC_003901.1	Protein Homology	CDS	2011424	2014696	.	+	0	ID=cds-WP_015412006.1;Parent=gene-MM_RS19175;Dbxref=GenBank:WP_015412006.1,GeneID:68225812;Name=WP_015412006.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015412006.1;locus_tag=MM_RS19175;product=PGF-pre-PGF domain-containing protein;protein_id=WP_015412006.1;transl_table=11	11.228023640786956	14.226061276961826	8.38591773152746	12.880048892132905
sense	NC_003901.1	tRNAscan-SE	tRNA	2015192	2015265	.	-	.	ID=rna-MM_RS08690;Parent=gene-MM_RS08690;Dbxref=GeneID:2820556;anticodon=(pos:complement(2015229..2015231));gbkey=tRNA;inference=COORDINATES: profile:tRNAscan-SE:2.0.12;locus_tag=MM_RS08690;product=tRNA-Val	3913.7126508018696	5087.103548259651	6581.742493347433	7972.31240073766
sense	NC_003901.1	Protein Homology	CDS	2015526	2016290	.	+	0	ID=cds-WP_048036783.1;Parent=gene-MM_RS08695;Dbxref=GenBank:WP_048036783.1,GeneID:1480020;Name=WP_048036783.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011306492.1;locus_tag=MM_RS08695;product=A24 family peptidase C-terminal domain-containing protein;protein_id=WP_048036783.1;transl_table=11	92.29836168534283	102.67873528857008	84.07545725886028	104.45757237286789
sense	NC_003901.1	Protein Homology	CDS	2016426	2017670	.	-	0	ID=cds-WP_011032006.1-2;Parent=gene-MM_RS08700;Dbxref=GenBank:WP_011032006.1,GeneID:1480021;Name=WP_011032006.1;Ontology_term=GO:0006313,GO:0004803;gbkey=CDS;go_function=transposase activity|0004803||IEA;go_process=DNA transposition|0006313||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011032006.1;locus_tag=MM_RS08700;product=IS110-like element ISMma5 family transposase;protein_id=WP_011032006.1;transl_table=11	19.43197724934803	22.55570267434122	9.91093103050999	19.20358871736436
sense	NC_003901.1	Protein Homology	CDS	2017916	2018503	.	-	0	ID=cds-WP_011033622.1;Parent=gene-MM_RS08705;Dbxref=GenBank:WP_011033622.1,GeneID:1480022;Name=WP_011033622.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011306493.1;locus_tag=MM_RS08705;product=cobalt-precorrin-7 (C(5))-methyltransferase;protein_id=WP_011033622.1;transl_table=11	54.81726335325757	75.40367304180458	41.54409315375433	57.46796152534127
sense	NC_003901.1	Protein Homology	CDS	2018546	2019565	.	-	0	ID=cds-WP_011033623.1;Parent=gene-MM_RS08710;Dbxref=GenBank:WP_011033623.1,GeneID:1480023;Name=WP_011033623.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011033623.1;locus_tag=MM_RS08710;product=cobalt-precorrin-5B (C(1))-methyltransferase;protein_id=WP_011033623.1;transl_table=11	64.10572301265822	75.20415182268317	47.359717033440496	58.595518386846344
sense	NC_003901.1	Protein Homology	CDS	2020241	2022400	.	-	0	ID=cds-WP_155397787.1;Parent=gene-MM_RS08715;Dbxref=GenBank:WP_155397787.1,GeneID:1480024;Name=WP_155397787.1;Ontology_term=GO:0006298,GO:0005524,GO:0016887,GO:0030983;gbkey=CDS;gene=mutL;go_function=ATP binding|0005524||IEA,ATP hydrolysis activity|0016887||IEA,mismatched DNA binding|0030983||IEA;go_process=mismatch repair|0006298||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015412009.1;locus_tag=MM_RS08715;product=DNA mismatch repair endonuclease MutL;protein_id=WP_155397787.1;transl_table=11	24.086633860867973	32.03279066802844	14.485974054736062	23.873746991612325
sense	NC_003901.1	Protein Homology	CDS	2022530	2025232	.	-	0	ID=cds-WP_011033625.1;Parent=gene-MM_RS08720;Dbxref=GenBank:WP_011033625.1,GeneID:1480025;Name=WP_011033625.1;Ontology_term=GO:0006298,GO:0005524,GO:0030983;gbkey=CDS;gene=mutS;go_function=ATP binding|0005524||IEA,mismatched DNA binding|0030983||IEA;go_process=mismatch repair|0006298||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011033625.1;locus_tag=MM_RS08720;product=DNA mismatch repair protein MutS;protein_id=WP_011033625.1;transl_table=11	22.294416772531854	24.235602134555254	12.59134843942243	15.636873456721217
sense	NC_003901.1	Protein Homology	CDS	2025964	2027136	.	-	0	ID=cds-WP_011033626.1;Parent=gene-MM_RS08730;Dbxref=GenBank:WP_011033626.1,GeneID:1480026;Name=WP_011033626.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011033626.1;locus_tag=MM_RS08730;product=acyltransferase family protein;protein_id=WP_011033626.1;transl_table=11	25.38064858701349	30.86639970461431	25.738976648608965	33.311568624117946
sense	NC_003901.1	tRNAscan-SE	tRNA	2027496	2027573	.	-	.	ID=rna-MM_RS08735;Parent=gene-MM_RS08735;Dbxref=GeneID:2820503;anticodon=(pos:complement(2027535..2027537));gbkey=tRNA;inference=COORDINATES: profile:tRNAscan-SE:2.0.12;locus_tag=MM_RS08735;product=tRNA-Pro	23083.087137685186	22599.42611619185	28122.72987338881	37728.94788914661
sense	NC_003901.1	Protein Homology	CDS	2027752	2028312	.	-	0	ID=cds-WP_080503045.1;Parent=gene-MM_RS08740;Dbxref=GenBank:WP_080503045.1,GeneID:1480027;Name=WP_080503045.1;Ontology_term=GO:0008654,GO:0016780,GO:0016020;gbkey=CDS;go_component=membrane|0016020||IEA;go_function=phosphotransferase activity%2C for other substituted phosphate groups|0016780||IEA;go_process=phospholipid biosynthetic process|0008654||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011020574.1;locus_tag=MM_RS08740;product=CDP-alcohol phosphatidyltransferase family protein;protein_id=WP_080503045.1;transl_table=11	57.09502209517105	58.79597324318866	59.68889956693947	61.607208349136954
sense	NC_003901.1	Protein Homology	CDS	2028602	2029750	.	+	0	ID=cds-WP_011033628.1;Parent=gene-MM_RS08745;Dbxref=GenBank:WP_011033628.1,GeneID:1480028;Name=WP_011033628.1;Ontology_term=GO:0046872,GO:0051536;gbkey=CDS;go_function=metal ion binding|0046872||IEA,iron-sulfur cluster binding|0051536||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011033628.1;locus_tag=MM_RS08745;product=(Fe-S)-binding protein;protein_id=WP_011033628.1;transl_table=11	22.332148408328596	27.371954997603222	17.676989089742506	25.28998903876697
sense	NC_003901.1	Protein Homology	CDS	2030700	2031341	.	+	0	ID=cds-WP_048036790.1;Parent=gene-MM_RS08755;Dbxref=GenBank:WP_048036790.1,GeneID:1480029;Name=WP_048036790.1;Ontology_term=GO:0015948,GO:0008168,GO:0031419;gbkey=CDS;gene=mtbC;go_function=methyltransferase activity|0008168||IEA,cobalamin binding|0031419||IEA;go_process=methanogenesis|0015948||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011020576.1;locus_tag=MM_RS08755;product=dimethylamine corrinoid protein MtbC;protein_id=WP_048036790.1;transl_table=11	104.33100419231579	103.35299556565944	97.47571326551368	79.37992895524476
sense	NC_003901.1	Protein Homology	CDS	2031368	2032855	.	+	0	ID=cds-MM_RS08760;Parent=gene-MM_RS08760;Dbxref=GeneID:1480030;Note=internal stop;Ontology_term=GO:0015948,GO:0008168;gbkey=CDS;gene=mttB;go_function=methyltransferase activity|0008168||IEA;go_process=methanogenesis|0015948||IEA;inference=COORDINATES: protein motif:HMM:NF018012.5;locus_tag=MM_RS08760;product=[trimethylamine--corrinoid protein] Co-methyltransferase;pseudo=true;transl_table=11	191.65047959243947	225.12423496629742	120.26555709280024	98.52944501513015
sense	NC_003901.1	Protein Homology	CDS	2032885	2033535	.	+	0	ID=cds-WP_011033632.1;Parent=gene-MM_RS08770;Dbxref=GenBank:WP_011033632.1,GeneID:1480032;Name=WP_011033632.1;Ontology_term=GO:0015948,GO:0031419,GO:0050897;gbkey=CDS;go_function=cobalamin binding|0031419||IEA,cobalt ion binding|0050897||IEA;go_process=methanogenesis|0015948||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011033632.1;locus_tag=MM_RS08770;product=methyltransferase cognate corrinoid protein;protein_id=WP_011033632.1;transl_table=11	961.2000827464966	811.26911982359	671.6320155962517	437.40141442152157
sense	NC_003901.1	Protein Homology	CDS	2034036	2035097	.	+	0	ID=cds-WP_011033633.1;Parent=gene-MM_RS08775;Dbxref=GenBank:WP_011033633.1,GeneID:1480033;Name=WP_011033633.1;Ontology_term=GO:0055085,GO:0022857,GO:0016020;gbkey=CDS;go_component=membrane|0016020||IEA;go_function=transmembrane transporter activity|0022857||IEA;go_process=transmembrane transport|0055085||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011033633.1;locus_tag=MM_RS08775;product=DMT family transporter;protein_id=WP_011033633.1;transl_table=11	210.31022318677267	191.9872770768227	79.98945530670493	56.90003986062333
sense	NC_003901.1	Protein Homology	CDS	2035099	2035392	.	+	0	ID=cds-WP_011033634.1;Parent=gene-MM_RS08780;Dbxref=GenBank:WP_011033634.1,GeneID:1480034;Name=WP_011033634.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015412018.1;locus_tag=MM_RS08780;product=hypothetical protein;protein_id=WP_011033634.1;transl_table=11	68.91927306295834	56.357070508753594	56.48129518656488	62.14776295248633
sense	NC_003901.1	Protein Homology	CDS	2035411	2035560	.	+	0	ID=cds-WP_015412019.1;Parent=gene-MM_RS18880;Dbxref=GenBank:WP_015412019.1,GeneID:43965260;Name=WP_015412019.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015412019.1;locus_tag=MM_RS18880;product=hypothetical protein;protein_id=WP_015412019.1;transl_table=11	107.35756806558297	78.75378778871381	32.02162685783761	33.75447173371185
sense	NC_003901.1	Protein Homology	CDS	2035616	2037019	.	+	0	ID=cds-MM_RS08785;Parent=gene-MM_RS08785;Dbxref=GeneID:1480035;Note=internal stop;gbkey=CDS;gene=mtbB;inference=COORDINATES: similar to AA sequence:RefSeq:WP_013194858.1;locus_tag=MM_RS08785;product=[dimethylamine--corrinoid protein] Co-methyltransferase;pseudo=true;transl_table=11	85.68457925238623	92.77107036382787	53.36937809639601	47.97876416999176
sense	NC_003901.1	Protein Homology	CDS	2037622	2038263	.	+	0	ID=cds-WP_011033637.1;Parent=gene-MM_RS08795;Dbxref=GenBank:WP_011033637.1,GeneID:1480037;Name=WP_011033637.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011033637.1;locus_tag=MM_RS08795;product=PepSY domain-containing protein;protein_id=WP_011033637.1;transl_table=11	334.3553714274215	358.7284898111347	430.09020853117	470.4503780846471
sense	NC_003901.1	GeneMarkS-2+	CDS	2038616	2038771	.	-	0	ID=cds-WP_015412022.1;Parent=gene-MM_RS18385;Dbxref=GenBank:WP_015412022.1,GeneID:43445825;Name=WP_015412022.1;gbkey=CDS;inference=COORDINATES: ab initio prediction:GeneMarkS-2+;locus_tag=MM_RS18385;product=hypothetical protein;protein_id=WP_015412022.1;transl_table=11	35.16572918462671	53.1057010563255	7.037720188535738	43.745343802051316
sense	NC_003901.1	Protein Homology	CDS	2038964	2040577	.	+	0	ID=cds-WP_015412023.1;Parent=gene-MM_RS08800;Dbxref=GenBank:WP_015412023.1,GeneID:1480038;Name=WP_015412023.1;Ontology_term=GO:0006430,GO:0004824,GO:0017101;gbkey=CDS;gene=lysS;go_component=aminoacyl-tRNA synthetase multienzyme complex|0017101||IEA;go_function=lysine-tRNA ligase activity|0004824||IEA;go_process=lysyl-tRNA aminoacylation|0006430||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015412023.1;locus_tag=MM_RS08800;product=lysine--tRNA ligase;protein_id=WP_015412023.1;transl_table=11	20.8138046942786	19.15329532108559	13.519486644705735	17.962921962703454
sense	NC_003901.1	Protein Homology	CDS	2040574	2041314	.	+	0	ID=cds-WP_015412024.1;Parent=gene-MM_RS08805;Dbxref=GenBank:WP_015412024.1,GeneID:1480039;Name=WP_015412024.1;Ontology_term=GO:0008168,GO:1904047;gbkey=CDS;go_function=methyltransferase activity|0008168||IEA,S-adenosyl-L-methionine binding|1904047||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015412024.1;locus_tag=MM_RS08805;product=class I SAM-dependent methyltransferase;protein_id=WP_015412024.1;transl_table=11	79.55574556623955	84.3169464139905	63.33948169682164	86.1538180142267
sense	NC_003901.1	Protein Homology	CDS	2041342	2041599	.	-	0	ID=cds-WP_015412025.1;Parent=gene-MM_RS08810;Dbxref=GenBank:WP_015412025.1,GeneID:1480040;Name=WP_015412025.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015412025.1;locus_tag=MM_RS08810;product=pro-sigmaK processing inhibitor BofA family protein;protein_id=WP_015412025.1;transl_table=11	1127.7391696130164	1283.2276808218394	1726.6146309059945	1756.836635483132
sense	NC_003901.1	Protein Homology	CDS	2041751	2042200	.	-	0	ID=cds-WP_015412026.1;Parent=gene-MM_RS08815;Dbxref=GenBank:WP_015412026.1,GeneID:1480041;Name=WP_015412026.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015412026.1;locus_tag=MM_RS08815;product=nucleoside 2-deoxyribosyltransferase;protein_id=WP_015412026.1;transl_table=11	28.707335050503872	39.03596840609408	22.87259061274115	23.97056688336059
sense	NC_003901.1	Protein Homology	CDS	2042226	2044832	.	-	0	ID=cds-WP_048038130.1;Parent=gene-MM_RS08820;Dbxref=GenBank:WP_048038130.1,GeneID:1480042;Name=WP_048038130.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015412027.1;locus_tag=MM_RS08820;product=DUF3656 domain-containing U32 family peptidase;protein_id=WP_048038130.1;transl_table=11	16.86816706350445	20.62618819956077	9.896540932555434	14.228319625582747
sense	NC_003901.1	Protein Homology	CDS	2045038	2045904	.	+	0	ID=cds-WP_048038099.1;Parent=gene-MM_RS08825;Dbxref=GenBank:WP_048038099.1,GeneID:1480043;Name=WP_048038099.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011033643.1;locus_tag=MM_RS08825;product=NmrA family NAD(P)-binding protein;protein_id=WP_048038099.1;transl_table=11	38.5767146362888	44.06078542081908	48.752649887365216	49.8505186579316
sense	NC_003901.1	Protein Homology	CDS	2046547	2046948	.	-	0	ID=cds-WP_011033644.1;Parent=gene-MM_RS08830;Dbxref=GenBank:WP_011033644.1,GeneID:1480044;Name=WP_011033644.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011020588.1;locus_tag=MM_RS08830;product=hypothetical protein;protein_id=WP_011033644.1;transl_table=11	186.64756790145637	221.34714536467345	230.7741978240749	282.56501321536854
sense	NC_003901.1	Protein Homology	CDS	2047222	2047509	.	-	0	ID=cds-WP_011033645.1;Parent=gene-MM_RS08835;Dbxref=GenBank:WP_011033645.1,GeneID:1480045;Name=WP_011033645.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011020589.1;locus_tag=MM_RS08835;product=MazG nucleotide pyrophosphohydrolase domain-containing protein;protein_id=WP_011033645.1;transl_table=11	109.37298028659437	120.38931304281198	72.42987027368031	120.0057079300897
