#Sequence name	Source	Feature	Start	End	Score	Strand	Frame	Attributes	sense	antisense
NC_003901.1	Protein Homology	CDS	1536568	1536846	.	-	0	ID=cds-WP_011033241.1;Parent=gene-MM_RS06720;Dbxref=GenBank:WP_011033241.1,GeneID:1479636;Name=WP_011033241.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011024502.1;locus_tag=MM_RS06720;product=UPF0058 family protein;protein_id=WP_011033241.1;transl_table=11	8579.0	0
NC_003901.1	Protein Homology	CDS	1537324	1538892	.	-	0	ID=cds-WP_048039564.1;Parent=gene-MM_RS06725;Dbxref=GenBank:WP_048039564.1,GeneID:1479637;Name=WP_048039564.1;gbkey=CDS;gene=dnaG;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015411723.1;locus_tag=MM_RS06725;product=DNA primase DnaG;protein_id=WP_048039564.1;transl_table=11	1636.7	0
NC_003901.1	Protein Homology	CDS	1540374	1541846	.	+	0	ID=cds-WP_048044325.1;Parent=gene-MM_RS06735;Dbxref=GenBank:WP_048044325.1,GeneID:1479638;Name=WP_048044325.1;Ontology_term=GO:0016491;gbkey=CDS;go_function=oxidoreductase activity|0016491||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011033243.1;locus_tag=MM_RS06735;product=FAD-dependent oxidoreductase;protein_id=WP_048044325.1;transl_table=11	391.0	0
NC_003901.1	Protein Homology	CDS	1542052	1543110	.	+	0	ID=cds-WP_011033244.1;Parent=gene-MM_RS06740;Dbxref=GenBank:WP_011033244.1,GeneID:1479639;Name=WP_011033244.1;Ontology_term=GO:0006396,GO:0003963;gbkey=CDS;gene=rtcA;go_function=RNA-3'-phosphate cyclase activity|0003963||IEA;go_process=RNA processing|0006396||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011033244.1;locus_tag=MM_RS06740;product=RNA 3'-terminal phosphate cyclase;protein_id=WP_011033244.1;transl_table=11	236.0	0
NC_003901.1	Protein Homology	CDS	1543225	1543848	.	-	0	ID=cds-WP_011033245.1;Parent=gene-MM_RS06745;Dbxref=GenBank:WP_011033245.1,GeneID:1479640;Name=WP_011033245.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011033245.1;locus_tag=MM_RS06745;product=RNA 2'-phosphotransferase;protein_id=WP_011033245.1;transl_table=11	1316.5	0
NC_003901.1	Protein Homology	CDS	1544636	1546090	.	+	0	ID=cds-WP_011033246.1;Parent=gene-MM_RS06750;Dbxref=GenBank:WP_011033246.1,GeneID:1479641;Name=WP_011033246.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011024513.1;locus_tag=MM_RS06750;product=OB-fold nucleic acid binding domain-containing protein;protein_id=WP_011033246.1;transl_table=11	1475.6666666666667	0
NC_003901.1	Protein Homology	CDS	1546224	1547852	.	-	0	ID=cds-WP_011032876.1-2;Parent=gene-MM_RS06755;Dbxref=GenBank:WP_011032876.1,GeneID:1479642;Name=WP_011032876.1;Ontology_term=GO:0006313,GO:0004803;gbkey=CDS;go_function=transposase activity|0004803||IEA;go_process=DNA transposition|0006313||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011032876.1;locus_tag=MM_RS06755;product=IS1634-like element ISMma4 family transposase;protein_id=WP_011032876.1;transl_table=11	200.93333333333442	0
NC_003901.1	Protein Homology	CDS	1548908	1549543	.	+	0	ID=cds-WP_011033247.1;Parent=gene-MM_RS06760;Dbxref=GenBank:WP_011033247.1,GeneID:1479643;Name=WP_011033247.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015411729.1;locus_tag=MM_RS06760;product=CBS domain-containing protein;protein_id=WP_011033247.1;transl_table=11	99.5	0
NC_003901.1	Protein Homology	CDS	1549630	1550424	.	+	0	ID=cds-WP_011033248.1;Parent=gene-MM_RS06765;Dbxref=GenBank:WP_011033248.1,GeneID:1479644;Name=WP_011033248.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011033248.1;locus_tag=MM_RS06765;product=CBS domain-containing protein;protein_id=WP_011033248.1;transl_table=11	156.5	0
NC_003901.1	Protein Homology	CDS	1550681	1551682	.	+	0	ID=cds-WP_011033249.1;Parent=gene-MM_RS06770;Dbxref=GenBank:WP_011033249.1,GeneID:1479645;Name=WP_011033249.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011033249.1;locus_tag=MM_RS06770;product=CBS domain-containing protein;protein_id=WP_011033249.1;transl_table=11	218.0	0
NC_003901.1	Protein Homology	CDS	1552197	1553042	.	+	0	ID=cds-WP_011033250.1;Parent=gene-MM_RS06775;Dbxref=GenBank:WP_011033250.1,GeneID:1479646;Name=WP_011033250.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011033250.1;locus_tag=MM_RS06775;product=CBS domain-containing protein;protein_id=WP_011033250.1;transl_table=11	215.0	0
NC_003901.1	Protein Homology	CDS	1553357	1554133	.	+	0	ID=cds-WP_175413363.1;Parent=gene-MM_RS06780;Dbxref=GenBank:WP_175413363.1,GeneID:1479647;Name=WP_175413363.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011305989.1;locus_tag=MM_RS06780;product=CBS domain-containing protein;protein_id=WP_175413363.1;transl_table=11	269.5	0
NC_003901.1	Protein Homology	CDS	1554338	1555129	.	-	0	ID=cds-WP_080503033.1;Parent=gene-MM_RS06785;Dbxref=GenBank:WP_080503033.1,GeneID:1479648;Name=WP_080503033.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011024520.1;locus_tag=MM_RS06785;product=TIGR00266 family protein;protein_id=WP_080503033.1;transl_table=11	265.0	0
NC_003901.1	Protein Homology	CDS	1555307	1556476	.	+	0	ID=cds-WP_011033253.1;Parent=gene-MM_RS06790;Dbxref=GenBank:WP_011033253.1,GeneID:1479649;Name=WP_011033253.1;Ontology_term=GO:0016070,GO:0008452,GO:0005737;gbkey=CDS;go_component=cytoplasm|0005737||IEA;go_function=RNA ligase activity|0008452||IEA;go_process=RNA metabolic process|0016070||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011033253.1;locus_tag=MM_RS06790;product=RNA ligase;protein_id=WP_011033253.1;transl_table=11	150.0	0
NC_003901.1	Protein Homology	CDS	1556599	1558083	.	+	0	ID=cds-WP_011033254.1;Parent=gene-MM_RS06795;Dbxref=GenBank:WP_011033254.1,GeneID:1479650;Name=WP_011033254.1;Ontology_term=GO:0006313,GO:0004803;gbkey=CDS;go_function=transposase activity|0004803||IEA;go_process=DNA transposition|0006313||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011033254.1;locus_tag=MM_RS06795;product=IS1182-like element ISMma2 family transposase;protein_id=WP_011033254.1;transl_table=11	197.64285714285708	0
NC_003901.1	Protein Homology	CDS	1558640	1559692	.	+	0	ID=cds-WP_011033255.1;Parent=gene-MM_RS06800;Dbxref=GenBank:WP_011033255.1,GeneID:1479651;Name=WP_011033255.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011024522.1;locus_tag=MM_RS06800;product=selenocysteine-specific translation elongation factor;protein_id=WP_011033255.1;transl_table=11	303.75	0
NC_003901.1	Protein Homology	CDS	1559727	1560209	.	+	0	ID=cds-WP_011033256.1;Parent=gene-MM_RS06805;Dbxref=GenBank:WP_011033256.1,GeneID:1479652;Name=WP_011033256.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011033256.1;locus_tag=MM_RS06805;product=gamma-glutamylcyclotransferase family protein;protein_id=WP_011033256.1;transl_table=11	524.5	0
NC_003901.1	Protein Homology	CDS	1560568	1561341	.	-	0	ID=cds-WP_011033257.1;Parent=gene-MM_RS06810;Dbxref=GenBank:WP_011033257.1,GeneID:1479653;Name=WP_011033257.1;Ontology_term=GO:0003824;gbkey=CDS;go_function=catalytic activity|0003824||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011033257.1;locus_tag=MM_RS06810;product=sugar phosphate isomerase/epimerase family protein;protein_id=WP_011033257.1;transl_table=11	812.0	0
NC_003901.1	Protein Homology	CDS	1561455	1561934	.	-	0	ID=cds-WP_011033258.1;Parent=gene-MM_RS06815;Dbxref=GenBank:WP_011033258.1,GeneID:1479654;Name=WP_011033258.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011033258.1;locus_tag=MM_RS06815;product=RNA-binding domain-containing protein;protein_id=WP_011033258.1;transl_table=11	212.5	0
NC_003901.1	Protein Homology	CDS	1562132	1562692	.	-	0	ID=cds-WP_011033259.1;Parent=gene-MM_RS06820;Dbxref=GenBank:WP_011033259.1,GeneID:1479655;Name=WP_011033259.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011033259.1;locus_tag=MM_RS06820;product=dephospho-CoA kinase;protein_id=WP_011033259.1;transl_table=11	296.0	0
NC_003901.1	Protein Homology	CDS	1563412	1564656	.	-	0	ID=cds-WP_011033260.1;Parent=gene-MM_RS06825;Dbxref=GenBank:WP_011033260.1,GeneID:1479656;Name=WP_011033260.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_048064787.1;locus_tag=MM_RS06825;product=ORC1-type DNA replication protein;protein_id=WP_011033260.1;transl_table=11	328.5	0
NC_003901.1	Protein Homology	CDS	1566296	1567747	.	+	0	ID=cds-MM_RS06830;Parent=gene-MM_RS06830;Dbxref=GeneID:1479658;Note=internal stop;Ontology_term=GO:0006814,GO:0015824,GO:0005298,GO:0031402,GO:0016020;gbkey=CDS;gene=putP;go_component=membrane|0016020||IEA;go_function=proline:sodium symporter activity|0005298||IEA,sodium ion binding|0031402||IEA;go_process=sodium ion transport|0006814||IEA,proline transport|0015824||IEA;inference=COORDINATES: protein motif:HMM:NF012686.5;locus_tag=MM_RS06830;product=sodium/proline symporter PutP;pseudo=true;transl_table=11	47.5	0
NC_003901.1	Protein Homology	CDS	1568868	1570064	.	+	0	ID=cds-WP_011033263.1;Parent=gene-MM_RS06835;Dbxref=GenBank:WP_011033263.1,GeneID:1479659;Name=WP_011033263.1;Ontology_term=GO:0004837;gbkey=CDS;gene=mfnA;go_function=tyrosine decarboxylase activity|0004837||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015411735.1;locus_tag=MM_RS06835;product=tyrosine decarboxylase MfnA;protein_id=WP_011033263.1;transl_table=11	1267.4444444444443	0
NC_003901.1	Protein Homology	CDS	1570823	1571917	.	+	0	ID=cds-WP_011033264.1;Parent=gene-MM_RS06840;Dbxref=GenBank:WP_011033264.1,GeneID:1479660;Name=WP_011033264.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011033264.1;locus_tag=MM_RS06840;product=CBS domain-containing protein;protein_id=WP_011033264.1;transl_table=11	472.25	0
NC_003901.1	Protein Homology	CDS	1572533	1574071	.	+	0	ID=cds-WP_015411736.1;Parent=gene-MM_RS06845;Dbxref=GenBank:WP_015411736.1,GeneID:1479661;Name=WP_015411736.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015411736.1;locus_tag=MM_RS06845;product=TraB/GumN family protein;protein_id=WP_015411736.1;transl_table=11	925.6111111111111	0
NC_003901.1	Protein Homology	CDS	1574443	1574769	.	-	0	ID=cds-WP_080503105.1;Parent=gene-MM_RS06850;Dbxref=GenBank:WP_080503105.1,GeneID:1479662;Name=WP_080503105.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015324725.1;locus_tag=MM_RS06850;product=DUF4405 domain-containing protein;protein_id=WP_080503105.1;transl_table=11	47.0	0
NC_003901.1	Protein Homology	CDS	1575017	1575910	.	-	0	ID=cds-WP_011033267.1;Parent=gene-MM_RS06855;Dbxref=GenBank:WP_011033267.1,GeneID:1479663;Name=WP_011033267.1;Ontology_term=GO:0006730,GO:0030270;gbkey=CDS;gene=fhcD;go_function=formylmethanofuran-tetrahydromethanopterin N-formyltransferase activity|0030270||IEA;go_process=one-carbon metabolic process|0006730||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011306001.1;locus_tag=MM_RS06855;product=formylmethanofuran--tetrahydromethanopterin N-formyltransferase;protein_id=WP_011033267.1;transl_table=11	408.0	0
NC_003901.1	Protein Homology	CDS	1576691	1577170	.	-	0	ID=cds-WP_011033268.1;Parent=gene-MM_RS06860;Dbxref=GenBank:WP_011033268.1,GeneID:1479664;Name=WP_011033268.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011033268.1;locus_tag=MM_RS06860;product=chemotaxis protein CheD;protein_id=WP_011033268.1;transl_table=11	131.5	0
NC_003901.1	Protein Homology	CDS	1577463	1578101	.	-	0	ID=cds-WP_011033269.1;Parent=gene-MM_RS06865;Dbxref=GenBank:WP_011033269.1,GeneID:1479665;Name=WP_011033269.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011033269.1;locus_tag=MM_RS06865;product=chemotaxis protein CheC;protein_id=WP_011033269.1;transl_table=11	100.0	0
NC_003901.1	Protein Homology	CDS	1578316	1579218	.	-	0	ID=cds-WP_011033270.1;Parent=gene-MM_RS06870;Dbxref=GenBank:WP_011033270.1,GeneID:1479666;Name=WP_011033270.1;Ontology_term=GO:0032259,GO:0008168,GO:0008983,GO:0016740;gbkey=CDS;go_function=methyltransferase activity|0008168||IEA,protein-glutamate O-methyltransferase activity|0008983||IEA,transferase activity|0016740||IEA;go_process=methylation|0032259||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011033270.1;locus_tag=MM_RS06870;product=CheR family methyltransferase;protein_id=WP_011033270.1;transl_table=11	89.33333333333334	0
NC_003901.1	Protein Homology	CDS	1579268	1581283	.	-	0	ID=cds-WP_011033271.1;Parent=gene-MM_RS06875;Dbxref=GenBank:WP_011033271.1,GeneID:1479667;Name=WP_011033271.1;Ontology_term=GO:0006935,GO:0007165,GO:0000155,GO:0005524;gbkey=CDS;go_function=phosphorelay sensor kinase activity|0000155||IEA,ATP binding|0005524||IEA;go_process=chemotaxis|0006935||IEA,signal transduction|0007165||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011033271.1;locus_tag=MM_RS06875;product=chemotaxis protein CheA;protein_id=WP_011033271.1;transl_table=11	338.67692307692306	0
NC_003901.1	Protein Homology	CDS	1581695	1582765	.	-	0	ID=cds-WP_048037751.1;Parent=gene-MM_RS06880;Dbxref=GenBank:WP_048037751.1,GeneID:1479668;Name=WP_048037751.1;Ontology_term=GO:0006482,GO:0006935,GO:0018277,GO:0000156,GO:0008984,GO:0050568,GO:0005737;gbkey=CDS;go_component=cytoplasm|0005737||IEA;go_function=phosphorelay response regulator activity|0000156||IEA,protein-glutamate methylesterase activity|0008984||IEA,protein-glutamine glutaminase activity|0050568||IEA;go_process=protein demethylation|0006482||IEA,chemotaxis|0006935||IEA,protein deamination|0018277||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015411740.1;locus_tag=MM_RS06880;product=protein-glutamate methylesterase/protein-glutamine glutaminase;protein_id=WP_048037751.1;transl_table=11	141.0	0
NC_003901.1	Protein Homology	CDS	1582947	1583312	.	-	0	ID=cds-WP_015411741.1;Parent=gene-MM_RS06885;Dbxref=GenBank:WP_015411741.1,GeneID:1479669;Name=WP_015411741.1;Ontology_term=GO:0000160;gbkey=CDS;go_process=phosphorelay signal transduction system|0000160||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011306006.1;locus_tag=MM_RS06885;product=response regulator;protein_id=WP_015411741.1;transl_table=11	127.0	0
NC_003901.1	Protein Homology	CDS	1584787	1585167	.	+	0	ID=cds-WP_011033274.1;Parent=gene-MM_RS06890;Dbxref=GenBank:WP_011033274.1,GeneID:1479670;Name=WP_011033274.1;Ontology_term=GO:0000160;gbkey=CDS;go_process=phosphorelay signal transduction system|0000160||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011033274.1;locus_tag=MM_RS06890;product=response regulator;protein_id=WP_011033274.1;transl_table=11	73.0	0
NC_003901.1	Protein Homology	CDS	1585442	1587511	.	+	0	ID=cds-WP_011033275.1;Parent=gene-MM_RS06895;Dbxref=GenBank:WP_011033275.1,GeneID:1479671;Name=WP_011033275.1;Ontology_term=GO:0098561;gbkey=CDS;go_component=methyl accepting chemotaxis protein complex|0098561||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015411742.1;locus_tag=MM_RS06895;product=methyl-accepting chemotaxis protein;protein_id=WP_011033275.1;transl_table=11	313.5	0
NC_003901.1	Protein Homology	CDS	1587697	1588326	.	+	0	ID=cds-WP_015411743.1;Parent=gene-MM_RS06900;Dbxref=GenBank:WP_015411743.1,GeneID:1479672;Name=WP_015411743.1;Ontology_term=GO:0006935,GO:0007165;gbkey=CDS;go_process=chemotaxis|0006935||IEA,signal transduction|0007165||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015411743.1;locus_tag=MM_RS06900;product=chemotaxis protein CheW;protein_id=WP_015411743.1;transl_table=11	529.0833333333334	0
NC_003901.1	Protein Homology	CDS	1588399	1589739	.	+	0	ID=cds-WP_226987709.1;Parent=gene-MM_RS06905;Dbxref=GenBank:WP_226987709.1,GeneID:1479673;Name=WP_226987709.1;Ontology_term=GO:0055085,GO:0022857;gbkey=CDS;go_function=transmembrane transporter activity|0022857||IEA;go_process=transmembrane transport|0055085||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015411744.1;locus_tag=MM_RS06905;product=GntP family permease;protein_id=WP_226987709.1;transl_table=11	490.6428571428571	0
NC_003901.1	Protein Homology	CDS	1590040	1590489	.	+	0	ID=cds-WP_011033278.1;Parent=gene-MM_RS06910;Dbxref=GenBank:WP_011033278.1,GeneID:1479674;Name=WP_011033278.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011033278.1;locus_tag=MM_RS06910;product=metal-dependent transcriptional regulator;protein_id=WP_011033278.1;transl_table=11	41.0	0
NC_003901.1	Protein Homology	CDS	1590690	1591676	.	+	0	ID=cds-WP_011033279.1;Parent=gene-MM_RS06915;Dbxref=GenBank:WP_011033279.1,GeneID:1479675;Name=WP_011033279.1;Ontology_term=GO:0046872;gbkey=CDS;go_function=metal ion binding|0046872||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011033279.1;locus_tag=MM_RS06915;product=metal ABC transporter solute-binding protein%2C Zn/Mn family;protein_id=WP_011033279.1;transl_table=11	45.0	0
NC_003901.1	Protein Homology	CDS	1591794	1592558	.	+	0	ID=cds-WP_011033280.1;Parent=gene-MM_RS06920;Dbxref=GenBank:WP_011033280.1,GeneID:1479676;Name=WP_011033280.1;Ontology_term=GO:0005524,GO:0016887,GO:0042626,GO:0140359;gbkey=CDS;go_function=ATP binding|0005524||IEA,ATP hydrolysis activity|0016887||IEA,ATPase-coupled transmembrane transporter activity|0042626||IEA,ABC-type transporter activity|0140359||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011033280.1;locus_tag=MM_RS06920;product=metal ABC transporter ATP-binding protein;protein_id=WP_011033280.1;transl_table=11	746.5	0
NC_003901.1	Protein Homology	CDS	1592607	1593431	.	+	0	ID=cds-WP_011033281.1;Parent=gene-MM_RS06925;Dbxref=GenBank:WP_011033281.1,GeneID:1479677;Name=WP_011033281.1;Ontology_term=GO:0030001,GO:0055085,GO:0043190;gbkey=CDS;go_component=ATP-binding cassette (ABC) transporter complex|0043190||IEA;go_process=metal ion transport|0030001||IEA,transmembrane transport|0055085||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011033281.1;locus_tag=MM_RS06925;product=metal ABC transporter permease;protein_id=WP_011033281.1;transl_table=11	328.0	0
NC_003901.1	Protein Homology	CDS	1594052	1594507	.	+	0	ID=cds-WP_011033282.1;Parent=gene-MM_RS06930;Dbxref=GenBank:WP_011033282.1,GeneID:1479678;Name=WP_011033282.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011033282.1;locus_tag=MM_RS06930;product=hypothetical protein;protein_id=WP_011033282.1;transl_table=11	861.3333333333334	0
NC_003901.1	GeneMarkS-2+	CDS	1595244	1596911	.	-	0	ID=cds-WP_048041263.1;Parent=gene-MM_RS06935;Dbxref=GenBank:WP_048041263.1,GeneID:1479679;Name=WP_048041263.1;gbkey=CDS;inference=COORDINATES: ab initio prediction:GeneMarkS-2+;locus_tag=MM_RS06935;product=hypothetical protein;protein_id=WP_048041263.1;transl_table=11	154.0	0
NC_003901.1	Protein Homology	CDS	1598113	1602396	.	-	0	ID=cds-WP_048045872.1;Parent=gene-MM_RS06940;Dbxref=GenBank:WP_048045872.1,GeneID:1479680;Name=WP_048045872.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015411747.1;locus_tag=MM_RS06940;product=DUF7507 domain-containing protein;protein_id=WP_048045872.1;transl_table=11	329.2	0
NC_003901.1	Protein Homology	CDS	1603171	1604061	.	-	0	ID=cds-WP_011033285.1;Parent=gene-MM_RS06945;Dbxref=GenBank:WP_011033285.1,GeneID:1479681;Name=WP_011033285.1;Ontology_term=GO:0019164;gbkey=CDS;gene=porB;go_function=pyruvate synthase activity|0019164||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011020090.1;locus_tag=MM_RS06945;product=pyruvate synthase subunit PorB;protein_id=WP_011033285.1;transl_table=11	385.5	0
NC_003901.1	Protein Homology	CDS	1604058	1605266	.	-	0	ID=cds-WP_011033286.1;Parent=gene-MM_RS06950;Dbxref=GenBank:WP_011033286.1,GeneID:1479682;Name=WP_011033286.1;Ontology_term=GO:0019164;gbkey=CDS;gene=porA;go_function=pyruvate synthase activity|0019164||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011033286.1;locus_tag=MM_RS06950;product=pyruvate synthase subunit PorA;protein_id=WP_011033286.1;transl_table=11	638.5	0
NC_003901.1	Protein Homology	CDS	1605266	1605598	.	-	0	ID=cds-WP_011033287.1;Parent=gene-MM_RS06955;Dbxref=GenBank:WP_011033287.1,GeneID:1479683;Name=WP_011033287.1;gbkey=CDS;gene=porD;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011306018.1;locus_tag=MM_RS06955;product=pyruvate synthase subunit PorD;protein_id=WP_011033287.1;transl_table=11	94.5	0
NC_003901.1	Protein Homology	CDS	1605595	1606143	.	-	0	ID=cds-WP_011033288.1;Parent=gene-MM_RS06960;Dbxref=GenBank:WP_011033288.1,GeneID:1479684;Name=WP_011033288.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011033288.1;locus_tag=MM_RS06960;product=pyruvate ferredoxin oxidoreductase subunit gamma;protein_id=WP_011033288.1;transl_table=11	166.5	0
NC_003901.1	Protein Homology	CDS	1606714	1607685	.	-	0	ID=cds-WP_011033289.1;Parent=gene-MM_RS06965;Dbxref=GenBank:WP_011033289.1,GeneID:1479685;Name=WP_011033289.1;Ontology_term=GO:0008033,GO:0017150,GO:0050660;gbkey=CDS;gene=dusB;go_function=tRNA dihydrouridine synthase activity|0017150||IEA,flavin adenine dinucleotide binding|0050660||IEA;go_process=tRNA processing|0008033||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011033289.1;locus_tag=MM_RS06965;product=tRNA dihydrouridine synthase DusB;protein_id=WP_011033289.1;transl_table=11	158.0	0
NC_003901.1	Protein Homology	CDS	1608046	1608603	.	-	0	ID=cds-WP_011033290.1;Parent=gene-MM_RS06970;Dbxref=GenBank:WP_011033290.1,GeneID:1479686;Name=WP_011033290.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011033290.1;locus_tag=MM_RS06970;product=S26 family signal peptidase;protein_id=WP_011033290.1;transl_table=11	386.5	0
NC_003901.1	Protein Homology	CDS	1609877	1611820	.	+	0	ID=cds-WP_011033291.1;Parent=gene-MM_RS06975;Dbxref=GenBank:WP_011033291.1,GeneID:1479687;Name=WP_011033291.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015411750.1;locus_tag=MM_RS06975;product=DNA-directed DNA polymerase II small subunit;protein_id=WP_011033291.1;transl_table=11	917.3333333333334	0
NC_003901.1	Protein Homology	CDS	1611957	1612982	.	+	0	ID=cds-WP_048041259.1;Parent=gene-MM_RS06980;Dbxref=GenBank:WP_048041259.1,GeneID:1479688;Name=WP_048041259.1;Ontology_term=GO:0006400,GO:0051539,GO:1904047;gbkey=CDS;gene=twy1;go_function=4 iron%2C 4 sulfur cluster binding|0051539||IEA,S-adenosyl-L-methionine binding|1904047||IEA;go_process=tRNA modification|0006400||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011033292.1;locus_tag=MM_RS06980;product=4-demethylwyosine synthase TYW1;protein_id=WP_048041259.1;transl_table=11	685.0	0
NC_003901.1	Protein Homology	CDS	1613824	1615071	.	+	0	ID=cds-WP_011033293.1;Parent=gene-MM_RS06985;Dbxref=GenBank:WP_011033293.1,GeneID:1479689;Name=WP_011033293.1;Ontology_term=GO:0006415,GO:0003747;gbkey=CDS;gene=prf1;go_function=translation release factor activity|0003747||IEA;go_process=translational termination|0006415||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015411752.1;locus_tag=MM_RS06985;product=peptide chain release factor aRF-1;protein_id=WP_011033293.1;transl_table=11	422.0	0
NC_003901.1	Protein Homology	CDS	1615333	1617042	.	+	0	ID=cds-WP_011033294.1;Parent=gene-MM_RS06990;Dbxref=GenBank:WP_011033294.1,GeneID:1479690;Name=WP_011033294.1;Ontology_term=GO:0006420,GO:0004814,GO:0005524,GO:0005737;gbkey=CDS;gene=argS;go_component=cytoplasm|0005737||IEA;go_function=arginine-tRNA ligase activity|0004814||IEA,ATP binding|0005524||IEA;go_process=arginyl-tRNA aminoacylation|0006420||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015411753.1;locus_tag=MM_RS06990;product=arginine--tRNA ligase;protein_id=WP_011033294.1;transl_table=11	1310.0	0
NC_003901.1	Protein Homology	CDS	1617562	1617972	.	+	0	ID=cds-WP_011033295.1;Parent=gene-MM_RS06995;Dbxref=GenBank:WP_011033295.1,GeneID:1479691;Name=WP_011033295.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011033295.1;locus_tag=MM_RS06995;product=hypothetical protein;protein_id=WP_011033295.1;transl_table=11	481.5	0
NC_003901.1	Protein Homology	CDS	1618472	1620208	.	-	0	ID=cds-WP_011033297.1;Parent=gene-MM_RS07005;Dbxref=GenBank:WP_011033297.1,GeneID:1479693;Name=WP_011033297.1;Ontology_term=GO:0006529,GO:0004066;gbkey=CDS;go_function=asparagine synthase (glutamine-hydrolyzing) activity|0004066||IEA;go_process=asparagine biosynthetic process|0006529||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015411756.1;locus_tag=MM_RS07005;product=asparagine synthetase B family protein;protein_id=WP_011033297.1;transl_table=11	81.5	0
NC_003901.1	Protein Homology	CDS	1620523	1621563	.	+	0	ID=cds-WP_011033298.1;Parent=gene-MM_RS07010;Dbxref=GenBank:WP_011033298.1,GeneID:1479694;Name=WP_011033298.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011033298.1;locus_tag=MM_RS07010;product=methionine synthase;protein_id=WP_011033298.1;transl_table=11	141.0	0
