locus_tag	ftype	length_bp	gene	EC_number	COG	product
IJOGNDPK_01944	gene	471				
IJOGNDPK_01944	CDS	471				IS982 family transposase ISPrsp2
IJOGNDPK_01945	gene	444				
IJOGNDPK_01945	CDS	444				hypothetical protein
IJOGNDPK_01946	gene	1941	cadA			
IJOGNDPK_01946	CDS	1941	cadA	3.6.3.3	COG2217	Cadmium, zinc and cobalt-transporting ATPase
IJOGNDPK_01947	gene	1077	dinB			
IJOGNDPK_01947	CDS	1077	dinB	2.7.7.7	COG0389	DNA polymerase IV
IJOGNDPK_01948	gene	375	yccF			
IJOGNDPK_01948	CDS	375	yccF		COG3304	Inner membrane protein YccF
IJOGNDPK_01949	gene	339				
IJOGNDPK_01949	CDS	339				hypothetical protein
IJOGNDPK_01950	gene	333				
IJOGNDPK_01950	CDS	333				hypothetical protein
IJOGNDPK_01951	gene	2673				
IJOGNDPK_01951	CDS	2673				hypothetical protein
IJOGNDPK_01952	gene	441				
IJOGNDPK_01952	CDS	441				hypothetical protein
IJOGNDPK_01953	gene	261				
IJOGNDPK_01953	CDS	261				hypothetical protein
IJOGNDPK_01954	gene	207				
IJOGNDPK_01954	CDS	207				hypothetical protein
IJOGNDPK_01955	gene	798	rlmB_1			
IJOGNDPK_01955	CDS	798	rlmB_1	2.1.1.185		23S rRNA (guanosine-2'-O-)-methyltransferase RlmB
IJOGNDPK_01956	gene	1062	adh			
IJOGNDPK_01956	CDS	1062	adh	1.1.1.1	COG1063	Alcohol dehydrogenase
IJOGNDPK_01957	gene	1356	oprM_2			
IJOGNDPK_01957	CDS	1356	oprM_2		COG1538	Outer membrane protein OprM
IJOGNDPK_01958	gene	3180	bepE_2			
IJOGNDPK_01958	CDS	3180	bepE_2			Efflux pump membrane transporter BepE
IJOGNDPK_01959	gene	1116	mdtE_3			
IJOGNDPK_01959	CDS	1116	mdtE_3			Multidrug resistance protein MdtE
IJOGNDPK_01960	gene	831				
IJOGNDPK_01960	CDS	831				hypothetical protein
IJOGNDPK_01961	gene	1011				
IJOGNDPK_01961	CDS	1011				hypothetical protein
IJOGNDPK_01962	gene	702				
IJOGNDPK_01962	CDS	702				hypothetical protein
IJOGNDPK_01963	gene	498				
IJOGNDPK_01963	CDS	498				hypothetical protein
IJOGNDPK_01964	gene	789				
IJOGNDPK_01964	CDS	789				hypothetical protein
IJOGNDPK_01965	gene	573				
IJOGNDPK_01965	CDS	573				hypothetical protein
IJOGNDPK_01966	gene	453	smpB			
IJOGNDPK_01966	CDS	453	smpB		COG0691	SsrA-binding protein
IJOGNDPK_01967	gene	2766	metH_1			
IJOGNDPK_01967	CDS	2766	metH_1	2.1.1.13	COG0646	Methionine synthase
IJOGNDPK_01968	gene	1428	mltF_1			
IJOGNDPK_01968	CDS	1428	mltF_1	4.2.2.-	COG4623	Membrane-bound lytic murein transglycosylase F
IJOGNDPK_01969	gene	612	udk_2			
IJOGNDPK_01969	CDS	612	udk_2	2.7.1.48	COG0572	Uridine kinase
IJOGNDPK_01970	gene	309				
IJOGNDPK_01970	CDS	309				hypothetical protein
IJOGNDPK_01971	gene	2034	dsbD			
IJOGNDPK_01971	CDS	2034	dsbD	1.8.1.8	COG4232	Thiol:disulfide interchange protein DsbD
IJOGNDPK_01972	gene	678	cat3			
IJOGNDPK_01972	CDS	678	cat3	2.3.1.28		Chloramphenicol acetyltransferase 3
IJOGNDPK_01973	gene	663				
IJOGNDPK_01973	CDS	663				hypothetical protein
IJOGNDPK_01974	gene	1104				
IJOGNDPK_01974	CDS	1104				hypothetical protein
IJOGNDPK_01975	gene	492				
IJOGNDPK_01975	CDS	492				hypothetical protein
IJOGNDPK_01976	gene	852	hisG			
IJOGNDPK_01976	CDS	852	hisG	2.4.2.17		ATP phosphoribosyltransferase
IJOGNDPK_01977	gene	1275	hisD			
IJOGNDPK_01977	CDS	1275	hisD	1.1.1.23	COG0141	Histidinol dehydrogenase
IJOGNDPK_01978	gene	1041	hisC_2			
IJOGNDPK_01978	CDS	1041	hisC_2	2.6.1.9	COG0079	Histidinol-phosphate aminotransferase
IJOGNDPK_01979	gene	1152	hisB			
IJOGNDPK_01979	CDS	1152	hisB		COG0131	Histidine biosynthesis bifunctional protein HisB
IJOGNDPK_01980	gene	2271	kefB_2			
IJOGNDPK_01980	CDS	2271	kefB_2			Glutathione-regulated potassium-efflux system protein KefB
IJOGNDPK_01981	gene	987				
IJOGNDPK_01981	CDS	987		1.-.-.-		Oxidoreductase P35
IJOGNDPK_01982	gene	420	hslR			
IJOGNDPK_01982	CDS	420	hslR		COG1188	Heat shock protein 15
IJOGNDPK_01983	gene	564	pth			
IJOGNDPK_01983	CDS	564	pth	3.1.1.29		Peptidyl-tRNA hydrolase
IJOGNDPK_01984	gene	591	rplY			
IJOGNDPK_01984	CDS	591	rplY			50S ribosomal protein L25
IJOGNDPK_01985	gene	408				
IJOGNDPK_01985	CDS	408				hypothetical protein
IJOGNDPK_01986	gene	102				
IJOGNDPK_01986	CDS	102				hypothetical protein
IJOGNDPK_01987	gene	927	nusB			
IJOGNDPK_01987	CDS	927	nusB			Transcription antitermination protein NusB
IJOGNDPK_01988	gene	336				
IJOGNDPK_01988	CDS	336				hypothetical protein
IJOGNDPK_01989	gene	1017				
IJOGNDPK_01989	CDS	1017				hypothetical protein
IJOGNDPK_01990	gene	609	coaE			
IJOGNDPK_01990	CDS	609	coaE	2.7.1.24	COG0237	Dephospho-CoA kinase
IJOGNDPK_01991	gene	432				
IJOGNDPK_01991	CDS	432				hypothetical protein
IJOGNDPK_01992	gene	2595	clpB1			
IJOGNDPK_01992	CDS	2595	clpB1		COG0542	Chaperone protein ClpB 1
IJOGNDPK_01993	gene	567				
IJOGNDPK_01993	CDS	567				hypothetical protein
IJOGNDPK_01994	gene	747				
IJOGNDPK_01994	CDS	747				hypothetical protein
IJOGNDPK_01995	gene	603				
IJOGNDPK_01995	CDS	603				hypothetical protein
IJOGNDPK_01996	gene	1020				
IJOGNDPK_01996	CDS	1020				hypothetical protein
IJOGNDPK_01997	gene	516	sigJ			
IJOGNDPK_01997	CDS	516	sigJ			ECF RNA polymerase sigma factor SigJ
IJOGNDPK_01998	gene	525				
IJOGNDPK_01998	CDS	525				hypothetical protein
IJOGNDPK_01999	gene	702				
IJOGNDPK_01999	CDS	702				hypothetical protein
IJOGNDPK_02000	gene	1038	recA			
IJOGNDPK_02000	CDS	1038	recA			Protein RecA
IJOGNDPK_02001	gene	447	bcp			
IJOGNDPK_02001	CDS	447	bcp	1.11.1.15	COG1225	Putative peroxiredoxin bcp
IJOGNDPK_02002	gene	1194				
IJOGNDPK_02002	CDS	1194		1.5.1.43		Carboxynorspermidine synthase
IJOGNDPK_02003	gene	792				
IJOGNDPK_02003	CDS	792				hypothetical protein
IJOGNDPK_02004	gene	633				
IJOGNDPK_02004	CDS	633				hypothetical protein
IJOGNDPK_02005	gene	1407	mepA_2			
IJOGNDPK_02005	CDS	1407	mepA_2			Multidrug export protein MepA
IJOGNDPK_02006	gene	1920	dnaK			
IJOGNDPK_02006	CDS	1920	dnaK		COG0443	Chaperone protein DnaK
IJOGNDPK_02007	gene	561				
IJOGNDPK_02007	CDS	561				hypothetical protein
IJOGNDPK_02008	gene	141				
IJOGNDPK_02008	CDS	141				hypothetical protein
IJOGNDPK_02009	gene	1128	xerC_13			
IJOGNDPK_02009	CDS	1128	xerC_13			Tyrosine recombinase XerC
IJOGNDPK_02010	gene	237				
IJOGNDPK_02010	CDS	237				hypothetical protein
IJOGNDPK_02011	gene	6909				
IJOGNDPK_02011	CDS	6909				hypothetical protein
IJOGNDPK_02012	gene	2349				
IJOGNDPK_02012	CDS	2349				hypothetical protein
IJOGNDPK_02013	gene	360				
IJOGNDPK_02013	CDS	360				hypothetical protein
IJOGNDPK_02014	gene	1374				
IJOGNDPK_02014	CDS	1374				hypothetical protein
IJOGNDPK_02015	gene	288				
IJOGNDPK_02015	CDS	288				hypothetical protein
IJOGNDPK_02016	gene	714				
IJOGNDPK_02016	CDS	714				hypothetical protein
IJOGNDPK_02017	gene	111				
IJOGNDPK_02017	CDS	111				hypothetical protein
IJOGNDPK_02018	gene	1386				
IJOGNDPK_02018	CDS	1386				hypothetical protein
IJOGNDPK_02019	gene	843	xerC_14			
IJOGNDPK_02019	CDS	843	xerC_14			Tyrosine recombinase XerC
IJOGNDPK_02020	gene	1410				
IJOGNDPK_02020	CDS	1410				hypothetical protein
IJOGNDPK_02021	gene	432				
IJOGNDPK_02021	CDS	432				hypothetical protein
IJOGNDPK_02022	gene	1578				
IJOGNDPK_02022	CDS	1578				hypothetical protein
IJOGNDPK_02023	gene	1773				
IJOGNDPK_02023	CDS	1773				hypothetical protein
IJOGNDPK_02024	gene	474				
IJOGNDPK_02024	CDS	474				hypothetical protein
IJOGNDPK_02025	gene	1017				
IJOGNDPK_02025	CDS	1017				hypothetical protein
IJOGNDPK_02026	gene	1509				
IJOGNDPK_02026	CDS	1509		2.1.1.72	COG0286	putative type I restriction enzymeP M protein
IJOGNDPK_02027	gene	2319				
IJOGNDPK_02027	CDS	2319				hypothetical protein
IJOGNDPK_02028	gene	207				
IJOGNDPK_02028	CDS	207				hypothetical protein
IJOGNDPK_02029	gene	747				
IJOGNDPK_02029	CDS	747				hypothetical protein
IJOGNDPK_02030	gene	387				
IJOGNDPK_02030	CDS	387				hypothetical protein
IJOGNDPK_02031	gene	786				
IJOGNDPK_02031	CDS	786				hypothetical protein
IJOGNDPK_02032	gene	74				
IJOGNDPK_02032	tRNA	74				tRNA-Lys(ttt)
IJOGNDPK_02033	gene	1698	ettA_1			
IJOGNDPK_02033	CDS	1698	ettA_1		COG0488	Energy-dependent translational throttle protein EttA
IJOGNDPK_02034	gene	687				
IJOGNDPK_02034	CDS	687				hypothetical protein
IJOGNDPK_02035	gene	234				
IJOGNDPK_02035	CDS	234				hypothetical protein
IJOGNDPK_02036	gene	129				
IJOGNDPK_02036	CDS	129				hypothetical protein
IJOGNDPK_02037	gene	1233				
IJOGNDPK_02037	CDS	1233				IS256 family transposase ISDku1
IJOGNDPK_02038	gene	1350				
IJOGNDPK_02038	CDS	1350				hypothetical protein
IJOGNDPK_02039	gene	1485				
IJOGNDPK_02039	CDS	1485				hypothetical protein
IJOGNDPK_02040	gene	3270				
IJOGNDPK_02040	CDS	3270				hypothetical protein
IJOGNDPK_02041	gene	132				
IJOGNDPK_02041	CDS	132				hypothetical protein
IJOGNDPK_02042	gene	89				
IJOGNDPK_02042	tRNA	89				tRNA-Ser(gga)
IJOGNDPK_02043	gene	1230	xerC_15			
IJOGNDPK_02043	CDS	1230	xerC_15			Tyrosine recombinase XerC
IJOGNDPK_02044	gene	534				
IJOGNDPK_02044	CDS	534				hypothetical protein
IJOGNDPK_02045	gene	213				
IJOGNDPK_02045	CDS	213				hypothetical protein
IJOGNDPK_02046	gene	222				
IJOGNDPK_02046	CDS	222				hypothetical protein
IJOGNDPK_02047	gene	483				
IJOGNDPK_02047	CDS	483				hypothetical protein
IJOGNDPK_02048	gene	321				
IJOGNDPK_02048	CDS	321				hypothetical protein
IJOGNDPK_02049	gene	462				
IJOGNDPK_02049	CDS	462				hypothetical protein
IJOGNDPK_02050	gene	891	aplIM			
IJOGNDPK_02050	CDS	891	aplIM	2.1.1.37	COG0270	Modification methylase AplI
IJOGNDPK_02051	gene	582				
IJOGNDPK_02051	CDS	582				hypothetical protein
IJOGNDPK_02052	gene	936				
IJOGNDPK_02052	CDS	936				hypothetical protein
IJOGNDPK_02053	gene	1110				
IJOGNDPK_02053	CDS	1110				hypothetical protein
IJOGNDPK_02054	gene	501				
IJOGNDPK_02054	CDS	501				hypothetical protein
IJOGNDPK_02055	gene	681				
IJOGNDPK_02055	CDS	681				hypothetical protein
IJOGNDPK_02056	gene	723				
IJOGNDPK_02056	CDS	723				hypothetical protein
IJOGNDPK_02057	gene	708				
IJOGNDPK_02057	CDS	708				hypothetical protein
IJOGNDPK_02058	gene	1077				
IJOGNDPK_02058	CDS	1077				hypothetical protein
IJOGNDPK_02059	gene	951				
IJOGNDPK_02059	CDS	951				hypothetical protein
IJOGNDPK_02060	gene	222				
IJOGNDPK_02060	CDS	222				hypothetical protein
IJOGNDPK_02061	gene	423				
IJOGNDPK_02061	CDS	423				hypothetical protein
IJOGNDPK_02062	gene	1239				
IJOGNDPK_02062	CDS	1239				hypothetical protein
IJOGNDPK_02063	gene	732				
IJOGNDPK_02063	CDS	732				hypothetical protein
IJOGNDPK_02064	gene	1812	ltrA_1			
IJOGNDPK_02064	CDS	1812	ltrA_1		COG3344	Group II intron-encoded protein LtrA
IJOGNDPK_02065	gene	1431				
IJOGNDPK_02065	CDS	1431				hypothetical protein
IJOGNDPK_02066	gene	1332				
IJOGNDPK_02066	CDS	1332				hypothetical protein
IJOGNDPK_02067	gene	1305				
IJOGNDPK_02067	CDS	1305				hypothetical protein
IJOGNDPK_02068	gene	2079	topB_1			
IJOGNDPK_02068	CDS	2079	topB_1	5.6.2.1	COG0550	DNA topoisomerase 3
IJOGNDPK_02069	gene	837	rhaR_4			
IJOGNDPK_02069	CDS	837	rhaR_4			HTH-type transcriptional activator RhaR
IJOGNDPK_02070	gene	510				
IJOGNDPK_02070	CDS	510		1.-.-.-		Putative NAD(P)H nitroreductase
IJOGNDPK_02071	gene	678	hchA			
IJOGNDPK_02071	CDS	678	hchA	3.1.2.-	COG0693	Protein/nucleic acid deglycase 1
IJOGNDPK_02072	gene	885				
IJOGNDPK_02072	CDS	885				hypothetical protein
IJOGNDPK_02073	gene	423				
IJOGNDPK_02073	CDS	423				hypothetical protein
IJOGNDPK_02074	gene	906				
IJOGNDPK_02074	CDS	906				IS982 family transposase IS195
IJOGNDPK_02075	gene	1158	asnS_2			
IJOGNDPK_02075	CDS	1158	asnS_2	6.1.1.22	COG0017	Asparagine--tRNA ligase
IJOGNDPK_02076	gene	801				
IJOGNDPK_02076	CDS	801				hypothetical protein
IJOGNDPK_02077	gene	360				
IJOGNDPK_02077	CDS	360				hypothetical protein
IJOGNDPK_02078	gene	2055				
IJOGNDPK_02078	CDS	2055				hypothetical protein
IJOGNDPK_02079	gene	129				
IJOGNDPK_02079	CDS	129				hypothetical protein
IJOGNDPK_02080	gene	522				
IJOGNDPK_02080	CDS	522				hypothetical protein
IJOGNDPK_02081	gene	378				
IJOGNDPK_02081	CDS	378				hypothetical protein
IJOGNDPK_02082	gene	900				
IJOGNDPK_02082	CDS	900				hypothetical protein
IJOGNDPK_02083	gene	915	pyrD_1			
IJOGNDPK_02083	CDS	915	pyrD_1	1.3.1.14	COG0167	Dihydroorotate dehydrogenase B (NAD(+)), catalytic subunit
IJOGNDPK_02084	gene	210				
IJOGNDPK_02084	CDS	210				hypothetical protein
IJOGNDPK_02085	gene	1053				
IJOGNDPK_02085	CDS	1053				hypothetical protein
IJOGNDPK_02086	gene	897				
IJOGNDPK_02086	CDS	897				hypothetical protein
IJOGNDPK_02087	gene	2136	yhgF			
IJOGNDPK_02087	CDS	2136	yhgF		COG2183	Protein YhgF
IJOGNDPK_02088	gene	1746	yfkN_2			
IJOGNDPK_02088	CDS	1746	yfkN_2		COG0737	Trifunctional nucleotide phosphoesterase protein YfkN
IJOGNDPK_02089	gene	339				
IJOGNDPK_02089	CDS	339				hypothetical protein
IJOGNDPK_02090	gene	2325	btuB_3			
IJOGNDPK_02090	CDS	2325	btuB_3			Vitamin B12 transporter BtuB
IJOGNDPK_02091	gene	879	rhaR_5			
IJOGNDPK_02091	CDS	879	rhaR_5			HTH-type transcriptional activator RhaR
IJOGNDPK_02092	gene	762	crnA			
IJOGNDPK_02092	CDS	762	crnA	3.5.2.10		Creatinine amidohydrolase
IJOGNDPK_02093	gene	135				
IJOGNDPK_02093	CDS	135				hypothetical protein
IJOGNDPK_02094	gene	696				
IJOGNDPK_02094	CDS	696				hypothetical protein
IJOGNDPK_02095	gene	348				
IJOGNDPK_02095	CDS	348				hypothetical protein
IJOGNDPK_02096	gene	90				
IJOGNDPK_02096	tRNA	90				tRNA-Ser(gct)
IJOGNDPK_02097	gene	74				
IJOGNDPK_02097	tRNA	74				tRNA-Lys(ctt)
IJOGNDPK_02098	gene	73				
IJOGNDPK_02098	tRNA	73				tRNA-Glu(ctc)
IJOGNDPK_02099	gene	264				
IJOGNDPK_02099	CDS	264				hypothetical protein
IJOGNDPK_02100	gene	114				
IJOGNDPK_02100	CDS	114				hypothetical protein
IJOGNDPK_02101	gene	582				
IJOGNDPK_02101	CDS	582				hypothetical protein
IJOGNDPK_02102	gene	387				
IJOGNDPK_02102	CDS	387				hypothetical protein
IJOGNDPK_02103	gene	75				
IJOGNDPK_02103	tRNA	75				tRNA-His(gtg)
IJOGNDPK_02104	gene	162				
IJOGNDPK_02104	CDS	162				hypothetical protein
IJOGNDPK_02105	gene	138				
IJOGNDPK_02105	CDS	138				hypothetical protein
IJOGNDPK_02106	gene	1359				
IJOGNDPK_02106	CDS	1359				hypothetical protein
IJOGNDPK_02107	gene	882	folD			
IJOGNDPK_02107	CDS	882	folD		COG0190	Bifunctional protein FolD protein
IJOGNDPK_02108	gene	1323	ffh			
IJOGNDPK_02108	CDS	1323	ffh		COG0541	Signal recognition particle protein
IJOGNDPK_02109	gene	171				
IJOGNDPK_02109	CDS	171		3.1.6.-	COG3119	Delta 4,5-hexuronate-2-O-sulfatase
IJOGNDPK_02110	gene	288				
IJOGNDPK_02110	CDS	288				hypothetical protein
IJOGNDPK_02111	gene	1233	xerC_16			
IJOGNDPK_02111	CDS	1233	xerC_16			Tyrosine recombinase XerC
IJOGNDPK_02112	gene	1221	xerC_17			
IJOGNDPK_02112	CDS	1221	xerC_17			Tyrosine recombinase XerC
IJOGNDPK_02113	gene	375				
IJOGNDPK_02113	CDS	375				hypothetical protein
IJOGNDPK_02114	gene	306				
IJOGNDPK_02114	CDS	306				hypothetical protein
IJOGNDPK_02115	gene	321				
IJOGNDPK_02115	CDS	321				hypothetical protein
IJOGNDPK_02116	gene	528				
IJOGNDPK_02116	CDS	528				hypothetical protein
IJOGNDPK_02117	gene	423				
IJOGNDPK_02117	CDS	423				hypothetical protein
IJOGNDPK_02118	gene	909				
IJOGNDPK_02118	CDS	909				hypothetical protein
IJOGNDPK_02119	gene	906	rhaS_3			
IJOGNDPK_02119	CDS	906	rhaS_3			HTH-type transcriptional activator RhaS
IJOGNDPK_02120	gene	540	azoR_1			
IJOGNDPK_02120	CDS	540	azoR_1	1.7.1.17		FMN-dependent NADH-azoreductase
IJOGNDPK_02121	gene	579	lacA_1			
IJOGNDPK_02121	CDS	579	lacA_1	2.3.1.18	COG0110	Galactoside O-acetyltransferase
IJOGNDPK_02122	gene	1251				
IJOGNDPK_02122	CDS	1251				hypothetical protein
IJOGNDPK_02123	gene	1422	yeeO			
IJOGNDPK_02123	CDS	1422	yeeO		COG0534	putative FMN/FAD exporter YeeO
IJOGNDPK_02124	gene	1062				
IJOGNDPK_02124	CDS	1062			COG1073	putative protein
IJOGNDPK_02125	gene	924	ycjY_1			
IJOGNDPK_02125	CDS	924	ycjY_1		COG1073	putative protein YcjY
IJOGNDPK_02126	gene	1173	adh2_1			
IJOGNDPK_02126	CDS	1173	adh2_1	1.1.1.192	COG1979	Long-chain-alcohol dehydrogenase 2
IJOGNDPK_02127	gene	696				
IJOGNDPK_02127	CDS	696				hypothetical protein
IJOGNDPK_02128	gene	555				
IJOGNDPK_02128	CDS	555				hypothetical protein
IJOGNDPK_02129	gene	867				
IJOGNDPK_02129	CDS	867				hypothetical protein
IJOGNDPK_02130	gene	1179	patB_2			
IJOGNDPK_02130	CDS	1179	patB_2	4.4.1.13	COG1168	Cystathionine beta-lyase PatB
IJOGNDPK_02131	gene	2310	rcsC_16			
IJOGNDPK_02131	CDS	2310	rcsC_16	2.7.13.3		Sensor histidine kinase RcsC
IJOGNDPK_02132	gene	1323	zraR_4			
IJOGNDPK_02132	CDS	1323	zraR_4		COG2204	Transcriptional regulatory protein ZraR
IJOGNDPK_02133	gene	1215				
IJOGNDPK_02133	CDS	1215				hypothetical protein
IJOGNDPK_02134	gene	2022	rho			
IJOGNDPK_02134	CDS	2022	rho	3.6.4.-		Transcription termination factor Rho
IJOGNDPK_02135	gene	834				
IJOGNDPK_02135	CDS	834				hypothetical protein
IJOGNDPK_02136	gene	1302	tilS			
IJOGNDPK_02136	CDS	1302	tilS	6.3.4.19	COG0037	tRNA(Ile)-lysidine synthase
IJOGNDPK_02137	gene	2475	der_2			
IJOGNDPK_02137	CDS	2475	der_2			GTPase Der
IJOGNDPK_02138	gene	73				
IJOGNDPK_02138	tRNA	73				tRNA-Cys(gca)
IJOGNDPK_02139	gene	534	resA_5			
IJOGNDPK_02139	CDS	534	resA_5		COG0526	Thiol-disulfide oxidoreductase ResA
IJOGNDPK_02140	gene	738				
IJOGNDPK_02140	CDS	738				hypothetical protein
IJOGNDPK_02141	gene	186				
IJOGNDPK_02141	CDS	186				hypothetical protein
IJOGNDPK_02142	gene	378				
IJOGNDPK_02142	CDS	378				hypothetical protein
IJOGNDPK_02143	gene	1146				
IJOGNDPK_02143	CDS	1146				hypothetical protein
IJOGNDPK_02144	gene	735				
IJOGNDPK_02144	CDS	735				hypothetical protein
IJOGNDPK_02145	gene	1458				
IJOGNDPK_02145	CDS	1458				hypothetical protein
IJOGNDPK_02146	gene	102				
IJOGNDPK_02146	CDS	102				hypothetical protein
IJOGNDPK_02147	gene	681				
IJOGNDPK_02147	CDS	681				queuosine precursor transporter
IJOGNDPK_02148	gene	657	queC			
IJOGNDPK_02148	CDS	657	queC	6.3.4.20	COG0603	7-cyano-7-deazaguanine synthase
IJOGNDPK_02149	gene	456	queF			
IJOGNDPK_02149	CDS	456	queF	1.7.1.13	COG0780	NADPH-dependent 7-cyano-7-deazaguanine reductase
IJOGNDPK_02150	gene	2391	btuB_4			
IJOGNDPK_02150	CDS	2391	btuB_4			Vitamin B12 transporter BtuB
IJOGNDPK_02151	gene	1404				
IJOGNDPK_02151	CDS	1404				hypothetical protein
IJOGNDPK_02152	gene	1182				
IJOGNDPK_02152	CDS	1182				hypothetical protein
IJOGNDPK_02153	gene	876	RBKS			
IJOGNDPK_02153	CDS	876	RBKS	2.7.1.15		Ribokinase
IJOGNDPK_02154	gene	726				
IJOGNDPK_02154	CDS	726				hypothetical protein
IJOGNDPK_02155	gene	963				
IJOGNDPK_02155	CDS	963				hypothetical protein
IJOGNDPK_02156	gene	945				
IJOGNDPK_02156	CDS	945				hypothetical protein
IJOGNDPK_02157	gene	615				
IJOGNDPK_02157	CDS	615				hypothetical protein
IJOGNDPK_02158	gene	1224				
IJOGNDPK_02158	CDS	1224				hypothetical protein
IJOGNDPK_02159	gene	975				
IJOGNDPK_02159	CDS	975				hypothetical protein
IJOGNDPK_02160	gene	1311				
IJOGNDPK_02160	CDS	1311				hypothetical protein
IJOGNDPK_02161	gene	573				
IJOGNDPK_02161	CDS	573				hypothetical protein
IJOGNDPK_02162	gene	1413				
IJOGNDPK_02162	CDS	1413				hypothetical protein
IJOGNDPK_02163	gene	420				
IJOGNDPK_02163	CDS	420				hypothetical protein
IJOGNDPK_02164	gene	957				
IJOGNDPK_02164	CDS	957				hypothetical protein
IJOGNDPK_02165	gene	300				
IJOGNDPK_02165	CDS	300				hypothetical protein
IJOGNDPK_02166	gene	285				
IJOGNDPK_02166	CDS	285				hypothetical protein
IJOGNDPK_02167	gene	630				
IJOGNDPK_02167	CDS	630				hypothetical protein
IJOGNDPK_02168	gene	468				
IJOGNDPK_02168	CDS	468				hypothetical protein
IJOGNDPK_02169	gene	381				
IJOGNDPK_02169	CDS	381				hypothetical protein
IJOGNDPK_02170	gene	159				
IJOGNDPK_02170	CDS	159				hypothetical protein
IJOGNDPK_02171	gene	423				
IJOGNDPK_02171	CDS	423				hypothetical protein
IJOGNDPK_02172	gene	159				
IJOGNDPK_02172	CDS	159				hypothetical protein
IJOGNDPK_02173	gene	273				
IJOGNDPK_02173	CDS	273				hypothetical protein
IJOGNDPK_02174	gene	741				
IJOGNDPK_02174	CDS	741				hypothetical protein
IJOGNDPK_02175	gene	402				
IJOGNDPK_02175	CDS	402				hypothetical protein
IJOGNDPK_02176	gene	225				
IJOGNDPK_02176	CDS	225				hypothetical protein
IJOGNDPK_02177	gene	474				
IJOGNDPK_02177	CDS	474				hypothetical protein
IJOGNDPK_02178	gene	471				
IJOGNDPK_02178	CDS	471				hypothetical protein
IJOGNDPK_02179	gene	849				
IJOGNDPK_02179	CDS	849				hypothetical protein
IJOGNDPK_02180	gene	207				
IJOGNDPK_02180	CDS	207				hypothetical protein
IJOGNDPK_02181	gene	432				
IJOGNDPK_02181	CDS	432				hypothetical protein
IJOGNDPK_02182	gene	567				
IJOGNDPK_02182	CDS	567				hypothetical protein
IJOGNDPK_02183	gene	1161				
IJOGNDPK_02183	CDS	1161				hypothetical protein
IJOGNDPK_02184	gene	846				
IJOGNDPK_02184	CDS	846				hypothetical protein
IJOGNDPK_02185	gene	2985				
IJOGNDPK_02185	CDS	2985				hypothetical protein
IJOGNDPK_02186	gene	612				
IJOGNDPK_02186	CDS	612				hypothetical protein
IJOGNDPK_02187	gene	708				
IJOGNDPK_02187	CDS	708				hypothetical protein
IJOGNDPK_02188	gene	1287				
IJOGNDPK_02188	CDS	1287				hypothetical protein
IJOGNDPK_02189	gene	1956				
IJOGNDPK_02189	CDS	1956				hypothetical protein
IJOGNDPK_02190	gene	498				
IJOGNDPK_02190	CDS	498				hypothetical protein
IJOGNDPK_02191	gene	924				
IJOGNDPK_02191	CDS	924				hypothetical protein
IJOGNDPK_02192	gene	1230				
IJOGNDPK_02192	CDS	1230				hypothetical protein
IJOGNDPK_02193	gene	3312				
IJOGNDPK_02193	CDS	3312				hypothetical protein
IJOGNDPK_02194	gene	2802				
IJOGNDPK_02194	CDS	2802				hypothetical protein
IJOGNDPK_02195	gene	1638				
IJOGNDPK_02195	CDS	1638				hypothetical protein
IJOGNDPK_02196	gene	471				
IJOGNDPK_02196	CDS	471				hypothetical protein
IJOGNDPK_02197	gene	558				
IJOGNDPK_02197	CDS	558				hypothetical protein
IJOGNDPK_02198	gene	780				
IJOGNDPK_02198	CDS	780				hypothetical protein
IJOGNDPK_02199	gene	1182	xerC_18			
IJOGNDPK_02199	CDS	1182	xerC_18			Tyrosine recombinase XerC
IJOGNDPK_02200	gene	75				
IJOGNDPK_02200	tRNA	75				tRNA-Asp(gtc)
IJOGNDPK_02201	gene	855	purU			
IJOGNDPK_02201	CDS	855	purU	3.5.1.10	COG0788	Formyltetrahydrofolate deformylase
IJOGNDPK_02202	gene	591	hisH			
IJOGNDPK_02202	CDS	591	hisH	4.3.2.10	COG0118	Imidazole glycerol phosphate synthase subunit HisH
IJOGNDPK_02203	gene	723	hisA			
IJOGNDPK_02203	CDS	723	hisA	5.3.1.16	COG0106	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase
IJOGNDPK_02204	gene	756	hisF			
IJOGNDPK_02204	CDS	756	hisF	4.3.2.10	COG0107	Imidazole glycerol phosphate synthase subunit HisF
IJOGNDPK_02205	gene	609	hisI			
IJOGNDPK_02205	CDS	609	hisI	3.5.4.19		Histidine biosynthesis bifunctional protein HisIE
IJOGNDPK_02206	gene	702	ftsE			
IJOGNDPK_02206	CDS	702	ftsE		COG2884	Cell division ATP-binding protein FtsE
IJOGNDPK_02207	gene	1326	lysC			
IJOGNDPK_02207	CDS	1326	lysC	2.7.2.4	COG0527	Lysine-sensitive aspartokinase 3
IJOGNDPK_02208	gene	1161	lysA			
IJOGNDPK_02208	CDS	1161	lysA	4.1.1.20	COG0019	Diaminopimelate decarboxylase
IJOGNDPK_02209	gene	483	ftnA			
